"C3","C4","CZ","EMG","F3","F4","F7","F8","FP1","FP2","FZ","LOG","O1","O2","P3","P4","PZ","ROG","T3","T4","T5","T6"
0.05111,0.04276,0.05565,2e-04,0.05374,0.04221,0.05849,0.038,0.11558,0.08853,0.05575,0.01295,0.05296,0.14912,0.05443,0.06121,0.06371,0.0096,0.03383,0.06413,0.05469,0.08046
0.03766,0.03641,0.03963,2e-04,0.04162,0.03566,0.07249,0.02674,0.06958,0.07494,0.03898,0.00826,0.03866,0.1447,0.03517,0.05486,0.03707,0.0094,0.02912,0.05472,0.03332,0.07135
0.03624,0.03683,0.03735,3e-04,0.03961,0.03418,0.05276,0.02633,0.071,0.08412,0.04499,0.00824,0.04809,0.10412,0.03468,0.05037,0.03809,0.00825,0.0317,0.05792,0.04457,0.08316
0.03763,0.03358,0.03939,2e-04,0.04455,0.03487,0.05676,0.02908,0.09475,0.08527,0.04307,0.00839,0.04194,0.13502,0.03562,0.04515,0.03909,0.01099,0.03871,0.03959,0.04787,0.08567
0.04184,0.03872,0.0429,2e-04,0.03897,0.03707,0.05888,0.0321,0.06657,0.06923,0.04682,0.00609,0.04976,0.16238,0.03968,0.05213,0.0496,0.0065,0.03064,0.05515,0.05164,0.08553
0.02911,0.03484,0.03576,2e-04,0.03594,0.03604,0.05689,0.03226,0.08058,0.06265,0.03588,0.00628,0.03605,0.14816,0.03295,0.05281,0.04425,0.00873,0.0307,0.04253,0.03606,0.07638
0.03285,0.03562,0.03643,2e-04,0.03963,0.03353,0.05608,0.02981,0.0787,0.07806,0.03843,0.00698,0.04618,0.14904,0.03566,0.05131,0.03617,0.00819,0.03255,0.04001,0.04268,0.06618
0.03041,0.02718,0.03043,3e-04,0.03195,0.02747,0.04413,0.02635,0.07524,0.05654,0.03354,0.00533,0.03743,0.1322,0.02403,0.04331,0.03223,0.00854,0.02866,0.04305,0.03896,0.07898
0.02345,0.02529,0.02865,3e-04,0.03036,0.03039,0.04387,0.02718,0.08168,0.06173,0.03337,0.00773,0.02804,0.12866,0.02372,0.03892,0.02786,0.01039,0.02644,0.03397,0.02799,0.05979
0.03987,0.04018,0.06929,2e-04,0.03465,0.0392,0.05877,0.02929,0.07281,0.06601,0.03332,0.00724,0.04214,0.15159,0.04077,0.05854,0.04524,0.00815,0.03253,0.03937,0.04374,0.06965
0.0371,0.03605,0.0598,2e-04,0.03152,0.0245,0.04279,0.01995,0.07706,0.05523,0.03092,0.00694,0.03831,0.15446,0.0329,0.05779,0.04323,0.00839,0.02401,0.03545,0.03862,0.06755
0.03994,0.04348,0.0638,2e-04,0.03246,0.03532,0.05616,0.02895,0.07459,0.05928,0.03575,0.00848,0.04024,0.15907,0.03931,0.05589,0.04192,0.00979,0.02522,0.03763,0.03764,0.07264
0.0322,0.03367,0.05607,2e-04,0.02531,0.03008,0.04193,0.02729,0.07672,0.0582,0.03178,0.00664,0.04085,0.1047,0.02985,0.04568,0.03846,0.0073,0.02453,0.03659,0.03394,0.05981
0.03571,0.03717,0.05388,0,0.04233,0.04855,0.05346,0.03214,0.06853,0.07194,0.04991,0.00648,0.04815,0.14482,0.03945,0.05448,0.03939,0.01064,0.03232,0.04028,0.04607,0.0731
0.03168,0.02899,0.04467,2e-04,0.02956,0.02829,0.06417,0.03006,0.06974,0.05731,0.03465,0.00628,0.04259,0.09792,0.0346,0.03637,0.0298,0.00815,0.03571,0.03245,0.04683,0.06077
0.03291,0.02584,0.03572,2e-04,0.03365,0.02779,0.05087,0.02615,0.08935,0.06384,0.03157,0.00668,0.03981,0.09434,0.03557,0.03718,0.0307,0.00729,0.02588,0.02711,0.03258,0.0516
0.03791,0.03358,0.04048,4e-04,0.03257,0.02599,0.05515,0.02198,0.06495,0.05677,0.03161,0.00708,0.04435,0.12987,0.03603,0.04784,0.04125,0.00824,0.03038,0.03679,0.04501,0.06676
0.03319,0.03572,0.04305,3e-04,0.03546,0.03903,0.06408,0.03181,0.09787,0.05718,0.03691,0.00654,0.04207,0.1316,0.03893,0.04494,0.04251,0.00849,0.0327,0.04468,0.04128,0.07153
0.02587,0.03093,0.03387,2e-04,0.02953,0.03165,0.05162,0.03001,0.11079,0.06559,0.02713,0.00613,0.03636,0.13961,0.03079,0.04582,0.03471,0.00869,0.02686,0.04052,0.04066,0.07221
0.03078,0.0279,0.03297,1e-04,0.031,0.03681,0.04231,0.02975,0.10265,0.06393,0.03534,0.00943,0.04053,0.1039,0.0361,0.04468,0.03812,0.00744,0.02918,0.03825,0.04505,0.05271
0.03065,0.02484,0.03651,2e-04,0.0352,0.02818,0.04201,0.0257,0.07856,0.07197,0.03473,0.00805,0.0324,0.09162,0.02508,0.03537,0.03274,0.00754,0.0262,0.03154,0.02933,0.04551
0.0407,0.03942,0.05703,2e-04,0.04068,0.03809,0.06011,0.03028,0.07259,0.07296,0.03802,0.00639,0.04651,0.12211,0.04368,0.05123,0.04486,0.01054,0.03733,0.03356,0.04305,0.06288
0.0428,0.0422,0.05994,2e-04,0.0368,0.02969,0.06425,0.02735,0.08461,0.07321,0.03069,0.00698,0.03368,0.12531,0.03577,0.04741,0.04557,0.0062,0.03119,0.03497,0.02752,0.06331
0.03371,0.03681,0.04225,3e-04,0.04193,0.04005,0.05117,0.03294,0.06757,0.07697,0.0431,0.00613,0.03832,0.10438,0.03448,0.03879,0.03743,0.00738,0.03116,0.03812,0.03409,0.06082
0.03632,0.03883,0.04041,4e-04,0.04371,0.0403,0.07166,0.03956,0.07744,0.08343,0.04907,0.00543,0.04964,0.11577,0.03927,0.04314,0.03659,0.00814,0.06686,0.04549,0.05332,0.0902
