"C3","C4","CZ","F3","F4","F7","F8","FP1","FP2","FZ","LOG","O1","O2","P3","P4","PZ","ROG","T3","T4","T5","T6"
0.02959,0.03352,0.03567,0.04384,0.02581,0.03489,0.01911,0.03213,0.02302,0.02818,0.01027,0.03264,0.02938,0.03208,0.03401,0.04125,0.01126,0.03629,0.01343,0.02716,0.01576
0.03135,0.03122,0.03668,0.04397,0.02848,0.03752,0.02625,0.03371,0.02997,0.02874,0.0135,0.02231,0.0204,0.02686,0.03462,0.04351,0.01566,0.03003,0.01377,0.02209,0.01503
0.07121,0.02086,0.02743,0.05567,0.03604,0.03779,0.02208,0.02282,0.0222,0.03914,0.00842,0.01981,0.01975,0.02643,0.03162,0.03507,0.01188,0.0241,0.01062,0.02466,0.01748
0.04331,0.0277,0.03629,0.06883,0.04863,0.04209,0.02286,0.03441,0.02381,0.0502,0.01099,0.02285,0.0185,0.03383,0.03201,0.04298,0.01166,0.03037,0.01475,0.02492,0.01414
0.04407,0.02934,0.04658,0.05959,0.04779,0.04171,0.03321,0.03672,0.03932,0.04785,0.00815,0.02311,0.01834,0.03262,0.02511,0.02976,0.01186,0.02175,0.01757,0.02577,0.01232
0.03812,0.02545,0.03193,0.0465,0.03014,0.02521,0.01732,0.02778,0.02635,0.03299,0.01094,0.02247,0.02534,0.02676,0.03583,0.03775,0.01551,0.02511,0.01384,0.02118,0.01636
0.03579,0.02918,0.04136,0.04838,0.0251,0.03108,0.01534,0.02049,0.01818,0.02971,0.01325,0.02521,0.02423,0.02953,0.04068,0.04874,0.01143,0.01998,0.01097,0.02211,0.01628
0.05358,0.0217,0.03136,0.04434,0.02873,0.02741,0.01498,0.0234,0.01939,0.034,0.00847,0.02193,0.02422,0.0311,0.02005,0.02634,0.01046,0.0189,0.012,0.02316,0.01483
0.07182,0.02901,0.03686,0.05867,0.03984,0.03389,0.02192,0.02442,0.0234,0.04177,0.00979,0.01791,0.01687,0.03261,0.0233,0.02258,0.01305,0.02589,0.01151,0.02507,0.01247
0.05426,0.02935,0.02933,0.07409,0.04815,0.03037,0.01706,0.02472,0.01892,0.05586,0.0097,0.02394,0.02148,0.03496,0.02627,0.03101,0.01002,0.01918,0.01716,0.02738,0.01406
0.05732,0.03445,0.03665,0.05467,0.04019,0.0324,0.01604,0.02612,0.02149,0.04413,0.00945,0.02087,0.01991,0.03842,0.02078,0.02551,0.01225,0.01725,0.01539,0.02649,0.01337
0.04839,0.02177,0.02268,0.03832,0.02845,0.02396,0.02088,0.02168,0.02361,0.02902,0.0093,0.0189,0.0175,0.02344,0.0271,0.02748,0.01046,0.01724,0.01213,0.01543,0.01387
0.05764,0.03056,0.03896,0.03944,0.02999,0.02817,0.01475,0.02211,0.01732,0.0328,0.0112,0.02134,0.02374,0.02852,0.02959,0.02664,0.01195,0.01839,0.01306,0.02483,0.01957
0.05554,0.02755,0.03574,0.05085,0.03025,0.03619,0.01682,0.02861,0.02164,0.03341,0.09511,0.02836,0.02887,0.03139,0.03175,0.03343,0.02366,0.01974,0.01182,0.02602,0.01635
0.11248,0.04609,0.08623,0.0538,0.0458,0.02378,0.02163,0.02574,0.02376,0.05007,0.01128,0.02549,0.02689,0.03706,0.02566,0.02867,0.01412,0.01825,0.01726,0.02328,0.01778
0.09031,0.03608,0.04053,0.05152,0.03758,0.03247,0.02256,0.02593,0.02317,0.04145,0.01636,0.01993,0.02008,0.03704,0.02308,0.02624,0.01042,0.02164,0.01504,0.02112,0.01359
0.04035,0.05293,0.0583,0.05601,0.03734,0.03776,0.01961,0.02923,0.02382,0.03656,0.03653,0.0234,0.02275,0.03489,0.03002,0.03258,0.02145,0.01661,0.02198,0.02876,0.01652
0.03175,0.03081,0.04179,0.04848,0.02754,0.03154,0.0164,0.0262,0.02117,0.03063,0.01358,0.02927,0.02611,0.03632,0.0345,0.03681,0.01561,0.01698,0.01616,0.02724,0.01508
0.03096,0.05645,0.06996,0.07634,0.06324,0.03571,0.02563,0.02958,0.02756,0.0637,0.00967,0.0178,0.02118,0.04178,0.02482,0.03113,0.01003,0.02583,0.01953,0.03109,0.01568
0.04895,0.03188,0.043,0.06823,0.04987,0.03838,0.01763,0.0304,0.02294,0.05477,0.012,0.02409,0.01876,0.03626,0.03027,0.02951,0.00785,0.02728,0.01395,0.02321,0.01223
0.10129,0.06196,0.06991,0.08909,0.07175,0.05639,0.03219,0.04665,0.03191,0.07967,0.00991,0.01827,0.01694,0.04053,0.025,0.0258,0.01249,0.02904,0.01997,0.02922,0.01281
0.08746,0.12271,0.14615,0.1134,0.10101,0.06103,0.03571,0.04698,0.04186,0.10745,0.0075,0.03399,0.02768,0.0561,0.03398,0.03933,0.01141,0.0251,0.0359,0.02905,0.01441
0.06084,0.03616,0.04153,0.05752,0.04451,0.02981,0.02268,0.02708,0.02506,0.04684,0.00999,0.02942,0.02389,0.02878,0.02722,0.02995,0.01111,0.02438,0.01348,0.021,0.01482
0.03785,0.02943,0.03346,0.04689,0.03982,0.0283,0.01971,0.03024,0.02258,0.03893,0.0098,0.024,0.02467,0.04379,0.03014,0.0383,0.00871,0.02002,0.01732,0.03445,0.01742
0.03274,0.0363,0.05067,0.05778,0.05,0.03629,0.0307,0.02865,0.03216,0.04544,0.0075,0.01642,0.01497,0.03717,0.0176,0.02004,0.00739,0.02545,0.01424,0.02832,0.01149
0.05316,0.03208,0.0305,0.05224,0.0359,0.03463,0.0272,0.02974,0.03256,0.03653,0.01084,0.02553,0.02267,0.02504,0.02944,0.03425,0.01084,0.02468,0.01277,0.02314,0.01546
0.04917,0.02536,0.03275,0.05436,0.03403,0.03972,0.02579,0.0404,0.02896,0.03428,0.00855,0.02698,0.02526,0.03618,0.0288,0.02467,0.012,0.02272,0.01231,0.02697,0.01313
0.0403,0.04208,0.04091,0.04977,0.03952,0.0348,0.03373,0.04215,0.04024,0.03882,0.00959,0.02018,0.01988,0.03503,0.03539,0.04292,0.01151,0.02406,0.01916,0.02973,0.01547
0.0303,0.04926,0.0505,0.05785,0.0324,0.06047,0.01962,0.05451,0.02575,0.03524,0.0119,0.0258,0.02195,0.04983,0.03323,0.04231,0.01361,0.02527,0.01685,0.0252,0.01548
0.06345,0.0407,0.0473,0.04579,0.02806,0.03585,0.02275,0.02747,0.02148,0.03078,0.01116,0.02268,0.02246,0.0376,0.03352,0.03331,0.00992,0.02348,0.01568,0.02523,0.02023
0.07137,0.0236,0.02814,0.04863,0.03754,0.04663,0.02826,0.03729,0.02851,0.03795,0.01216,0.02591,0.02121,0.02519,0.03052,0.03032,0.01455,0.02232,0.01378,0.01653,0.01905
0.03566,0.02972,0.03424,0.06224,0.03574,0.04998,0.02314,0.04574,0.03099,0.03899,0.01521,0.03098,0.02706,0.03703,0.04245,0.049,0.01132,0.01871,0.01262,0.02678,0.02195
0.06148,0.03775,0.04932,0.06346,0.03963,0.04535,0.02837,0.03738,0.02905,0.04099,0.00698,0.0237,0.01944,0.04019,0.02736,0.0303,0.00981,0.01984,0.01541,0.02543,0.01566
0.03421,0.03134,0.04855,0.06812,0.04755,0.04983,0.02699,0.03589,0.0269,0.052,0.01388,0.03137,0.0279,0.038,0.04224,0.0432,0.01045,0.02175,0.01243,0.03428,0.01918
0.06337,0.03281,0.04519,0.07149,0.05479,0.044,0.03398,0.03478,0.04188,0.05611,0.02122,0.02861,0.03199,0.03549,0.05576,0.06747,0.0208,0.02011,0.01546,0.02657,0.026
0.08857,0.03226,0.04058,0.06381,0.04927,0.04277,0.02622,0.04222,0.03331,0.05463,0.00926,0.02829,0.02731,0.03138,0.04198,0.04269,0.0191,0.0206,0.01598,0.02123,0.01848
0.06249,0.04156,0.04345,0.06117,0.0439,0.03636,0.01908,0.03361,0.02517,0.04687,0.0093,0.03379,0.02639,0.03191,0.02846,0.03771,0.0209,0.02515,0.01828,0.02601,0.01729
0.04391,0.02746,0.03037,0.07831,0.05847,0.05063,0.03575,0.03002,0.03288,0.06163,0.008,0.03182,0.02598,0.02506,0.02509,0.03804,0.0155,0.02498,0.01844,0.02108,0.01374
0.07297,0.03984,0.053,0.04974,0.05139,0.03255,0.03368,0.0264,0.03046,0.04276,0.00924,0.02491,0.02803,0.04733,0.03063,0.03129,0.01658,0.01532,0.01759,0.03661,0.01527
0.06131,0.0395,0.04707,0.0807,0.05731,0.04956,0.02767,0.04443,0.02945,0.06036,0.04625,0.02372,0.02334,0.03899,0.0239,0.02976,0.01978,0.02023,0.01824,0.02898,0.01448
0.07596,0.04445,0.04974,0.04425,0.03064,0.027,0.01554,0.02437,0.0194,0.0301,0.19928,0.02912,0.02637,0.03704,0.03312,0.03385,0.02965,0.02035,0.01519,0.02424,0.01607
0.09138,0.03547,0.0479,0.05447,0.03305,0.03878,0.01958,0.03012,0.02235,0.0349,0.0564,0.03045,0.02498,0.02934,0.04092,0.04227,0.0236,0.02145,0.01388,0.02122,0.02033
0.09411,0.02748,0.03099,0.06137,0.05932,0.02929,0.0245,0.02735,0.02871,0.05427,0.02693,0.03105,0.03112,0.0319,0.0579,0.05651,0.01897,0.02081,0.01327,0.02376,0.0194
0.10357,0.02224,0.0235,0.05031,0.035,0.0404,0.01557,0.03064,0.02089,0.03337,0.05758,0.01876,0.02006,0.02306,0.02709,0.02583,0.02379,0.0241,0.01202,0.02002,0.0178
0.06392,0.03366,0.03727,0.0484,0.03327,0.0331,0.02423,0.0268,0.0267,0.03307,0.03514,0.02549,0.0277,0.02962,0.03229,0.03433,0.05382,0.01812,0.01251,0.0211,0.01849
0.04657,0.03667,0.04154,0.03699,0.03282,0.03282,0.03682,0.03218,0.03543,0.02927,0.09133,0.02548,0.02414,0.0308,0.03241,0.03977,0.05112,0.01769,0.01626,0.02196,0.02019
0.03723,0.03323,0.04456,0.04523,0.02636,0.05446,0.02078,0.04131,0.01993,0.0282,0.21056,0.03323,0.02602,0.0257,0.03396,0.0404,0.06346,0.01689,0.01298,0.02006,0.0173
0.08244,0.03537,0.03562,0.05153,0.02933,0.04347,0.0285,0.03986,0.032,0.03309,0.1693,0.03342,0.03313,0.03213,0.03547,0.03815,0.04892,0.02028,0.01561,0.02195,0.02239
0.05751,0.04528,0.04318,0.05551,0.03925,0.04702,0.02314,0.0423,0.03271,0.04332,0.0916,0.02757,0.02497,0.02496,0.03033,0.03639,0.02489,0.01845,0.01483,0.01796,0.01771
0.03964,0.02223,0.02912,0.05468,0.0351,0.02944,0.01957,0.02786,0.02516,0.04077,0.25961,0.02579,0.02577,0.02692,0.0327,0.03513,0.10742,0.01819,0.01212,0.02329,0.01994
0.03455,0.02801,0.02865,0.04237,0.02803,0.03275,0.01725,0.02919,0.01988,0.02805,0.0135,0.02128,0.01868,0.02578,0.02706,0.02998,0.02124,0.02894,0.01151,0.01817,0.0159
0.06227,0.02629,0.03139,0.07036,0.04454,0.04206,0.02514,0.03295,0.025,0.05079,0.11632,0.03196,0.02689,0.02558,0.02994,0.03755,0.05341,0.02239,0.01056,0.01774,0.01588
0.05786,0.02148,0.02656,0.0569,0.04132,0.03821,0.03678,0.03116,0.03597,0.0377,0.04143,0.02766,0.02763,0.02613,0.03765,0.03914,0.02752,0.01426,0.01105,0.02159,0.02268
0.04194,0.03026,0.02933,0.03708,0.02631,0.04169,0.02858,0.02781,0.02788,0.02704,0.02681,0.02819,0.02789,0.03403,0.03564,0.0443,0.02729,0.02402,0.01291,0.02256,0.02176
0.03336,0.0363,0.0537,0.04864,0.02938,0.04436,0.02074,0.04494,0.02839,0.02949,0.01903,0.02699,0.02644,0.05142,0.03373,0.03512,0.01899,0.01817,0.01396,0.03381,0.01991
0.05427,0.03288,0.03977,0.05209,0.0523,0.03652,0.0249,0.03587,0.03419,0.0482,0.01255,0.02333,0.02038,0.04026,0.02867,0.03348,0.02104,0.01834,0.01512,0.02852,0.01645
0.04152,0.03571,0.03655,0.05296,0.04411,0.04638,0.03622,0.04328,0.04072,0.04079,0.00776,0.01922,0.01625,0.0231,0.01944,0.01907,0.01426,0.02009,0.01638,0.01759,0.01023
0.03291,0.03063,0.03968,0.04871,0.03122,0.03878,0.02318,0.03167,0.0309,0.03325,0.00974,0.0202,0.01583,0.02322,0.02355,0.02745,0.01537,0.02095,0.01233,0.02064,0.0142
0.03796,0.02665,0.0321,0.04024,0.02446,0.03374,0.01687,0.02271,0.0232,0.02877,0.00865,0.0265,0.02348,0.02327,0.03367,0.03864,0.01698,0.02655,0.01121,0.01875,0.01777
0.03894,0.02563,0.02746,0.05895,0.04687,0.02737,0.02293,0.02716,0.02692,0.04954,0.00949,0.01873,0.01967,0.02157,0.02462,0.02499,0.01673,0.02423,0.01176,0.01879,0.01534
0.07479,0.02653,0.03664,0.06084,0.05328,0.04334,0.02621,0.03744,0.02808,0.0547,0.0151,0.02314,0.0236,0.03071,0.03172,0.02632,0.01958,0.02377,0.01286,0.02209,0.02213
0.09022,0.02868,0.04063,0.04685,0.03282,0.04117,0.01653,0.03604,0.02429,0.03247,0.01128,0.02132,0.02392,0.039,0.02786,0.02978,0.0163,0.02892,0.01586,0.02731,0.01551
0.062,0.02519,0.03495,0.04748,0.03616,0.04386,0.02098,0.05763,0.03592,0.03776,0.02231,0.02161,0.02017,0.0378,0.02159,0.0233,0.02103,0.03014,0.01398,0.02784,0.01228
0.05891,0.04253,0.04627,0.04814,0.02683,0.03357,0.0236,0.03449,0.02933,0.03084,0.01026,0.02391,0.0184,0.03314,0.02336,0.02587,0.02131,0.0233,0.01777,0.02714,0.01166
0.03949,0.04896,0.06638,0.05299,0.03538,0.03762,0.03232,0.03632,0.0411,0.03785,0.0341,0.02327,0.02054,0.03612,0.02657,0.02803,0.02296,0.02217,0.01574,0.02449,0.01446
0.0407,0.04364,0.05833,0.05156,0.04283,0.04919,0.03196,0.07493,0.05581,0.04404,0.04107,0.02112,0.01985,0.03508,0.02043,0.02324,0.03626,0.02276,0.01368,0.02287,0.01467
0.06475,0.03167,0.04189,0.05996,0.04556,0.05,0.03001,0.06432,0.05313,0.04572,0.01981,0.02916,0.03295,0.03098,0.03295,0.03207,0.02583,0.02646,0.01587,0.02056,0.02302
0.03682,0.02476,0.02956,0.0649,0.03583,0.05105,0.0317,0.04617,0.03602,0.03868,0.036,0.0311,0.02596,0.0238,0.04736,0.05066,0.01798,0.02463,0.01133,0.0246,0.01967
0.04368,0.02772,0.02935,0.06332,0.04638,0.03441,0.02636,0.02818,0.02803,0.04629,0.01168,0.03276,0.02458,0.03652,0.03264,0.0423,0.01534,0.02297,0.01466,0.02912,0.01565
0.04107,0.02139,0.0323,0.05132,0.04088,0.02532,0.01928,0.02324,0.01869,0.04048,0.01076,0.01586,0.01832,0.03353,0.03786,0.03501,0.01793,0.02251,0.01017,0.02805,0.01903
0.04426,0.03096,0.04186,0.05171,0.0387,0.02933,0.01935,0.02202,0.02039,0.0401,0.00695,0.01633,0.01549,0.02642,0.02064,0.02293,0.01489,0.02311,0.01605,0.02124,0.0154
0.05662,0.02205,0.02456,0.03776,0.02339,0.03095,0.01525,0.01911,0.0157,0.02275,0.00753,0.01838,0.01793,0.02308,0.02405,0.02726,0.01312,0.01817,0.00978,0.01901,0.01338
0.03868,0.02461,0.02972,0.05334,0.03757,0.0339,0.02078,0.0279,0.02293,0.03696,0.00719,0.01844,0.01709,0.02322,0.02202,0.02864,0.01537,0.01994,0.0121,0.0202,0.01372
0.04289,0.02442,0.0216,0.04472,0.03219,0.02362,0.0137,0.02279,0.01856,0.03313,0.02654,0.02264,0.02159,0.02067,0.02701,0.02869,0.02868,0.0192,0.01266,0.01885,0.01617
0.05071,0.02632,0.03161,0.10382,0.08806,0.02727,0.02132,0.03411,0.03184,0.09817,0.07313,0.03071,0.02891,0.0225,0.03769,0.04309,0.06244,0.0169,0.01956,0.02274,0.01953
0.0341,0.02983,0.03431,0.05647,0.03494,0.03249,0.02001,0.02847,0.02551,0.04069,0.15487,0.0298,0.03124,0.02561,0.02599,0.02987,0.04876,0.02768,0.015,0.01876,0.02115
0.04372,0.0268,0.04047,0.06638,0.05022,0.05171,0.02095,0.04834,0.02868,0.05365,0.01132,0.0261,0.02136,0.03543,0.02813,0.03705,0.01824,0.02464,0.01082,0.02759,0.01566
0.06242,0.02343,0.0312,0.05288,0.03565,0.03466,0.017,0.02654,0.02069,0.03962,0.00826,0.02548,0.02206,0.03453,0.03704,0.03874,0.01549,0.02072,0.01295,0.03124,0.01758
0.04826,0.02862,0.04401,0.10351,0.06603,0.03922,0.01954,0.04923,0.0317,0.09165,0.01244,0.02098,0.02056,0.03387,0.02534,0.03294,0.01743,0.02985,0.01096,0.02541,0.01394
0.03504,0.03564,0.04697,0.11502,0.07508,0.0495,0.0267,0.05525,0.04026,0.08971,0.10086,0.02895,0.0272,0.03742,0.02968,0.03216,0.03079,0.02065,0.01185,0.02868,0.02322
0.04248,0.04008,0.05398,0.06898,0.03903,0.04565,0.02238,0.03703,0.0244,0.0426,0.0417,0.02089,0.01739,0.04084,0.02485,0.02581,0.0209,0.02535,0.01666,0.03054,0.01607
0.05011,0.03215,0.04342,0.04269,0.0261,0.03013,0.01406,0.02344,0.01787,0.02661,0.00966,0.02435,0.01599,0.0391,0.01897,0.02598,0.01815,0.02348,0.01843,0.0294,0.01193
0.0706,0.04146,0.04207,0.04136,0.02553,0.03415,0.01552,0.02397,0.01984,0.02478,0.00965,0.03597,0.03368,0.0311,0.02624,0.02903,0.01429,0.01677,0.01669,0.0252,0.01371
0.04665,0.02696,0.03421,0.05186,0.03803,0.03012,0.02213,0.02492,0.02225,0.04107,0.00725,0.02478,0.02592,0.02876,0.02333,0.0297,0.01942,0.01848,0.01253,0.02303,0.01667
0.04123,0.03368,0.04292,0.05586,0.04609,0.0335,0.02051,0.02827,0.02361,0.04621,0.00814,0.02302,0.02623,0.03784,0.02012,0.02325,0.0158,0.01669,0.01566,0.03427,0.01733
0.06131,0.03392,0.04311,0.06063,0.03958,0.03522,0.0202,0.03569,0.02422,0.04568,0.01009,0.02457,0.02163,0.04009,0.0244,0.02512,0.01698,0.01583,0.01248,0.02552,0.01664
0.03756,0.02977,0.03142,0.07155,0.0604,0.05528,0.0367,0.05048,0.04677,0.06048,0.0103,0.01752,0.01766,0.03775,0.02067,0.02143,0.01868,0.02088,0.01471,0.02668,0.01493
0.05894,0.04035,0.04451,0.04896,0.0381,0.04363,0.01773,0.0336,0.02323,0.03755,0.0085,0.02079,0.01849,0.03094,0.0208,0.02671,0.01779,0.0194,0.01552,0.02263,0.01487
0.08479,0.02575,0.03407,0.10429,0.08184,0.04372,0.02199,0.04937,0.03157,0.09944,0.07699,0.02365,0.02414,0.03985,0.0271,0.02588,0.02389,0.0215,0.01418,0.02376,0.01417
0.07112,0.03243,0.03457,0.13027,0.10201,0.04287,0.03746,0.06115,0.05181,0.11425,0.09963,0.03272,0.02972,0.03925,0.03004,0.04053,0.02582,0.02041,0.01467,0.02352,0.01687
0.04441,0.02696,0.03407,0.1508,0.11431,0.05046,0.03164,0.06966,0.04671,0.12797,0.0608,0.03561,0.02655,0.03265,0.0322,0.0332,0.02663,0.02115,0.01307,0.02462,0.01758
0.05302,0.03048,0.03597,0.13455,0.13912,0.04055,0.04296,0.0448,0.04618,0.14569,0.05255,0.02593,0.01943,0.04226,0.03196,0.04037,0.01983,0.01976,0.01372,0.02867,0.01674
0.03442,0.0293,0.03468,0.05862,0.04805,0.05215,0.06281,0.05117,0.06613,0.04713,0.03736,0.02453,0.02155,0.02861,0.03401,0.03975,0.01885,0.0165,0.01267,0.02564,0.01678
0.04637,0.0307,0.04432,0.04609,0.03194,0.03491,0.02796,0.05211,0.05518,0.03364,0.46939,0.03267,0.03411,0.04104,0.03907,0.0448,0.37824,0.01993,0.01541,0.02893,0.02113
0.04103,0.03035,0.03032,0.04793,0.03041,0.06132,0.04624,0.07266,0.05888,0.03087,0.1486,0.03191,0.02937,0.03761,0.0374,0.04297,0.05689,0.0211,0.01428,0.03064,0.01776
0.03956,0.03625,0.04095,0.05599,0.0466,0.05426,0.04353,0.07226,0.04754,0.0456,0.03654,0.02721,0.0273,0.03129,0.03989,0.04021,0.02348,0.01621,0.01442,0.02335,0.01659
0.0538,0.03423,0.0402,0.04878,0.04128,0.03497,0.02642,0.03781,0.03484,0.03988,0.00978,0.02599,0.02074,0.03416,0.02475,0.0272,0.01927,0.01758,0.01507,0.02272,0.01488
0.08052,0.04472,0.04585,0.05449,0.03996,0.05152,0.02378,0.04854,0.02692,0.0423,0.03365,0.02678,0.0203,0.04447,0.02642,0.03359,0.03225,0.01884,0.01743,0.02711,0.01542
0.04945,0.03362,0.03188,0.05637,0.0396,0.05186,0.02007,0.04894,0.02968,0.04321,0.03652,0.02548,0.02525,0.02817,0.04043,0.04487,0.02941,0.01924,0.01499,0.02359,0.02018
0.09165,0.02347,0.02766,0.04313,0.02565,0.03111,0.0185,0.02864,0.0254,0.02582,0.01068,0.02398,0.02398,0.02759,0.03255,0.03157,0.01635,0.0218,0.01057,0.02177,0.0167
0.02966,0.02412,0.03564,0.05062,0.03758,0.03421,0.02914,0.03174,0.03288,0.03708,0.0153,0.02717,0.02727,0.03089,0.03456,0.03566,0.02783,0.01771,0.0106,0.02636,0.01978
0.0557,0.03332,0.03993,0.0373,0.02374,0.02702,0.02335,0.03231,0.02171,0.02514,0.01278,0.03279,0.03449,0.0374,0.04327,0.03933,0.01699,0.02209,0.0119,0.03323,0.0267
0.04618,0.03027,0.03655,0.05679,0.03987,0.03864,0.02262,0.03016,0.02696,0.04043,0.01926,0.02806,0.02572,0.04564,0.03492,0.0321,0.01873,0.01901,0.01596,0.03192,0.01878
0.03208,0.03305,0.03823,0.05688,0.03475,0.03774,0.01911,0.02645,0.02248,0.0375,0.01555,0.02379,0.03648,0.03088,0.03142,0.02956,0.01534,0.02185,0.01328,0.02186,0.02594
0.05346,0.02672,0.02929,0.04843,0.03717,0.02984,0.01835,0.02403,0.02096,0.03759,0.07333,0.03932,0.03158,0.03605,0.04451,0.0454,0.02233,0.02521,0.01252,0.02756,0.02218
0.04437,0.04203,0.0438,0.03969,0.02904,0.0285,0.01694,0.03167,0.02255,0.03064,0.01722,0.02635,0.02251,0.04753,0.03082,0.02758,0.01541,0.01918,0.01746,0.03434,0.01841
0.06352,0.03356,0.04077,0.05495,0.039,0.03464,0.01853,0.02191,0.01681,0.04315,0.06989,0.02903,0.02736,0.03679,0.03805,0.04319,0.04828,0.0183,0.01584,0.03417,0.01979
0.12547,0.02852,0.03115,0.11342,0.10384,0.03042,0.02529,0.03881,0.03223,0.10922,0.1332,0.03875,0.03124,0.03498,0.03034,0.03317,0.05654,0.01839,0.01453,0.03362,0.01935
0.12328,0.03764,0.03781,0.10872,0.08497,0.0486,0.02733,0.05959,0.04081,0.099,0.18127,0.02909,0.02486,0.02907,0.03585,0.03722,0.05393,0.01959,0.01922,0.02297,0.01755
0.05962,0.03369,0.03589,0.08219,0.06512,0.05674,0.03204,0.04315,0.04895,0.06654,0.02391,0.0223,0.02137,0.04155,0.02733,0.03094,0.02357,0.0246,0.0143,0.02921,0.01809
0.065,0.03052,0.03458,0.06376,0.04938,0.04213,0.02391,0.03382,0.03359,0.05248,0.07352,0.03316,0.03556,0.02716,0.04799,0.0486,0.05147,0.02122,0.01507,0.0196,0.02314
0.05782,0.0263,0.03547,0.05447,0.0457,0.04561,0.03387,0.03052,0.03822,0.04356,0.02672,0.02547,0.02563,0.03299,0.03144,0.03929,0.02321,0.01866,0.01308,0.0325,0.01592
0.06699,0.02943,0.03138,0.05912,0.03838,0.03848,0.02957,0.03045,0.02819,0.04442,0.01778,0.02648,0.02358,0.03646,0.02376,0.02545,0.02322,0.01589,0.01712,0.03081,0.01848
0.04908,0.0362,0.04861,0.0471,0.03174,0.02884,0.01685,0.02845,0.02704,0.03607,0.01874,0.02588,0.01992,0.04858,0.02162,0.02938,0.01722,0.02023,0.02259,0.0309,0.01094
0.05525,0.05518,0.05314,0.05369,0.03406,0.03624,0.02163,0.02724,0.02419,0.03103,0.01689,0.02748,0.02035,0.05709,0.03006,0.03565,0.01909,0.02445,0.02161,0.0437,0.01735
0.04883,0.03713,0.04987,0.11072,0.08367,0.04763,0.02601,0.03759,0.02907,0.08736,0.01773,0.03424,0.02565,0.04709,0.03515,0.04623,0.019,0.02542,0.01786,0.04027,0.02039
0.06839,0.03479,0.04405,0.06315,0.05202,0.03379,0.02543,0.03039,0.03325,0.05429,0.01244,0.02227,0.02123,0.03559,0.02898,0.02878,0.01624,0.02398,0.01404,0.0277,0.01815
0.04559,0.02857,0.04147,0.04542,0.03426,0.02627,0.01818,0.0245,0.02597,0.03802,0.00731,0.02836,0.02706,0.03568,0.02909,0.03159,0.01513,0.02542,0.01477,0.02864,0.01529
0.04148,0.02839,0.03291,0.05458,0.04342,0.03023,0.01994,0.03112,0.02523,0.04254,0.01384,0.02859,0.02749,0.03383,0.0336,0.03536,0.02108,0.02523,0.01257,0.02774,0.01608
0.03241,0.03944,0.04331,0.04787,0.03492,0.0341,0.0186,0.02941,0.02158,0.03421,0.01422,0.03654,0.02904,0.03777,0.04322,0.03923,0.01806,0.02063,0.01596,0.02624,0.02143
0.03486,0.03675,0.04312,0.06359,0.04677,0.03762,0.02239,0.0253,0.02441,0.04487,0.00882,0.03673,0.02945,0.04109,0.02512,0.0322,0.01994,0.02085,0.01908,0.03898,0.01761
0.03102,0.03128,0.02637,0.04392,0.02328,0.02889,0.01371,0.01783,0.01442,0.02422,0.00959,0.02448,0.02075,0.03476,0.03043,0.02901,0.0146,0.0256,0.01445,0.02894,0.01589
0.02771,0.03541,0.04398,0.04217,0.03032,0.02199,0.01577,0.02314,0.02152,0.03297,0.03005,0.02677,0.0269,0.03932,0.03315,0.0376,0.02297,0.01683,0.01267,0.02954,0.01848
0.03969,0.03718,0.05092,0.05286,0.0343,0.03646,0.01848,0.02637,0.01901,0.03646,0.0136,0.02618,0.02643,0.0427,0.02947,0.03444,0.02151,0.02208,0.01596,0.03435,0.01994
0.04,0.03064,0.04585,0.04421,0.03037,0.03003,0.01704,0.02093,0.0205,0.02953,0.08387,0.03363,0.03463,0.04061,0.0324,0.03647,0.07951,0.01851,0.01753,0.02347,0.0201
0.05445,0.04445,0.04993,0.03012,0.0248,0.02035,0.01554,0.01635,0.0173,0.0259,0.14302,0.03022,0.02352,0.03485,0.02961,0.03233,0.03375,0.01674,0.02444,0.02752,0.0172
0.04527,0.03517,0.0477,0.0392,0.01997,0.0273,0.01163,0.01768,0.01539,0.02328,0.29282,0.0457,0.04202,0.03872,0.04845,0.04801,0.13357,0.01788,0.01462,0.03114,0.03084
0.05638,0.02818,0.03614,0.0401,0.02295,0.02654,0.01401,0.01899,0.01628,0.02527,0.12401,0.04448,0.03691,0.03659,0.05614,0.04684,0.03617,0.01979,0.01562,0.02651,0.0267
0.06083,0.06859,0.06623,0.0508,0.03161,0.03238,0.01682,0.02449,0.01898,0.03403,0.06922,0.04057,0.03433,0.06458,0.04438,0.04928,0.06323,0.01825,0.02948,0.04073,0.02613
0.0348,0.02604,0.03513,0.0364,0.02786,0.02211,0.02218,0.02572,0.02704,0.03157,0.1183,0.03095,0.02512,0.03467,0.03147,0.03425,0.05097,0.02049,0.0137,0.0253,0.01638
0.03452,0.02878,0.03533,0.04198,0.02704,0.03321,0.01626,0.02123,0.01679,0.02526,0.09529,0.03335,0.02803,0.04477,0.03681,0.03957,0.0386,0.0178,0.01857,0.02358,0.02278
0.07917,0.03124,0.04243,0.04881,0.02684,0.03137,0.02733,0.03021,0.03088,0.02888,0.09483,0.02677,0.02429,0.04542,0.02648,0.02995,0.10054,0.03034,0.01429,0.03702,0.01716
