"C3","C4","CZ","F3","F4","F7","F8","FP1","FP2","FZ","LOG","O1","O2","P3","P4","PZ","ROG","T3","T4","T5","T6"
0.075,0.02323,0.02227,0.15253,0.10182,0.03887,0.0293,0.05124,0.04406,0.13069,0.01358,0.02974,0.0255,0.02148,0.03774,0.04555,0.0195,0.02165,0.01151,0.01945,0.01791
0.06242,0.02167,0.03081,0.08636,0.04341,0.04994,0.0202,0.04241,0.02722,0.05415,0.01082,0.0225,0.02238,0.02281,0.03479,0.03068,0.01835,0.02546,0.01071,0.01875,0.01834
0.06436,0.02651,0.0293,0.14858,0.15057,0.05,0.0483,0.04806,0.06104,0.14332,0.01215,0.02421,0.02636,0.02781,0.05002,0.04815,0.01909,0.02533,0.0135,0.01959,0.02124
0.05557,0.02373,0.0335,0.05579,0.03485,0.0325,0.01404,0.02409,0.02266,0.03552,0.01056,0.04662,0.04373,0.04079,0.0406,0.05309,0.0174,0.02008,0.01122,0.0295,0.01816
0.08298,0.02582,0.02747,0.07278,0.05382,0.03366,0.03242,0.03047,0.03176,0.05293,0.0127,0.02948,0.02442,0.02675,0.03825,0.04642,0.01944,0.0329,0.01146,0.0198,0.01734
0.09101,0.02308,0.03229,0.04101,0.02187,0.03387,0.01441,0.0199,0.01731,0.02286,0.01041,0.0309,0.02417,0.03278,0.02539,0.03763,0.0181,0.02566,0.01461,0.0277,0.01344
0.10226,0.03172,0.03556,0.09156,0.06531,0.04227,0.02832,0.0325,0.03064,0.07611,0.00945,0.0243,0.02152,0.03791,0.03203,0.03269,0.01759,0.02348,0.01457,0.03214,0.01557
0.06506,0.03861,0.04003,0.11571,0.09468,0.05761,0.02759,0.05711,0.04715,0.10253,0.0115,0.03262,0.02996,0.04174,0.03801,0.03761,0.01899,0.03797,0.01457,0.03086,0.01713
0.07028,0.04029,0.0514,0.13023,0.11082,0.04354,0.03259,0.03779,0.03199,0.11966,0.01136,0.03721,0.03825,0.04281,0.03254,0.03324,0.01634,0.02694,0.01482,0.03385,0.01739
0.08525,0.034,0.03656,0.09445,0.0775,0.04667,0.02876,0.03524,0.03216,0.07675,0.00906,0.02089,0.01629,0.03126,0.02351,0.02877,0.01703,0.02498,0.01537,0.02762,0.01189
0.06718,0.02477,0.03518,0.06747,0.03954,0.05158,0.02109,0.03948,0.02781,0.04348,0.0088,0.0226,0.01828,0.04481,0.02107,0.02379,0.01904,0.02167,0.01308,0.03519,0.01406
0.08054,0.04102,0.03968,0.08959,0.06635,0.04161,0.03676,0.03755,0.04054,0.07392,0.01059,0.02571,0.02084,0.03377,0.02536,0.02647,0.01525,0.03986,0.01627,0.02813,0.01472
0.07615,0.02806,0.0344,0.0686,0.03858,0.03056,0.02053,0.02724,0.02605,0.04422,0.0096,0.02083,0.02165,0.04707,0.02508,0.03323,0.01473,0.03365,0.01073,0.02989,0.01237
0.09008,0.01904,0.02662,0.06939,0.04384,0.03565,0.01785,0.02274,0.02238,0.04987,0.008,0.0221,0.02196,0.02969,0.02433,0.02127,0.01512,0.03557,0.0123,0.02315,0.01141
0.1354,0.04015,0.04398,0.0493,0.03052,0.03868,0.02009,0.02206,0.01971,0.03245,0.00884,0.02006,0.01761,0.0383,0.02162,0.02761,0.01568,0.01958,0.01341,0.02297,0.01356
0.10603,0.03575,0.04657,0.04505,0.0382,0.05429,0.02025,0.05171,0.0236,0.03811,0.00839,0.02395,0.02059,0.02914,0.02416,0.02419,0.01523,0.02035,0.01357,0.02236,0.01652
0.11268,0.04898,0.07233,0.04133,0.03964,0.05537,0.0238,0.03581,0.02852,0.03254,0.02544,0.03002,0.02665,0.0367,0.02657,0.03312,0.01773,0.022,0.01757,0.02361,0.01358
0.06716,0.02959,0.03776,0.04836,0.03335,0.03138,0.02142,0.02268,0.02734,0.03481,0.00993,0.0211,0.01773,0.02838,0.02543,0.02497,0.01764,0.02241,0.01244,0.02392,0.01367
0.06359,0.0275,0.04734,0.04594,0.02862,0.02936,0.01381,0.01986,0.02039,0.03017,0.0245,0.01991,0.01734,0.08269,0.02808,0.03192,0.02099,0.01761,0.01621,0.04547,0.01622
0.05577,0.05299,0.07994,0.05853,0.03594,0.03315,0.01707,0.02495,0.0196,0.03845,0.01522,0.02445,0.02284,0.04721,0.03214,0.03321,0.0223,0.01814,0.02093,0.03538,0.01808
0.04953,0.05626,0.0865,0.05124,0.04133,0.03392,0.02034,0.02382,0.0208,0.03944,0.02708,0.03262,0.02781,0.04144,0.02911,0.03707,0.01916,0.02179,0.0181,0.02558,0.01484
0.0842,0.03368,0.04833,0.07316,0.03841,0.04397,0.0197,0.02607,0.0219,0.0446,0.00924,0.03786,0.02624,0.05266,0.035,0.04029,0.01865,0.02766,0.01379,0.03553,0.01887
0.08192,0.02962,0.03854,0.05152,0.02924,0.03367,0.0179,0.02583,0.02236,0.03357,0.02145,0.02774,0.02503,0.03211,0.03557,0.0364,0.03064,0.01759,0.01547,0.02508,0.01884
0.07466,0.0481,0.05139,0.05906,0.05175,0.03912,0.04384,0.12883,0.14981,0.04757,0.01176,0.03184,0.02223,0.03231,0.02998,0.03123,0.0217,0.01679,0.01488,0.02053,0.01704
0.07507,0.04564,0.07046,0.0568,0.03746,0.0445,0.01992,0.03539,0.0259,0.03939,0.00781,0.02681,0.02581,0.03851,0.04335,0.04111,0.01866,0.01823,0.01282,0.02865,0.01974
0.04398,0.03163,0.03815,0.06048,0.04149,0.03822,0.02095,0.02823,0.02303,0.04185,0.00864,0.04073,0.02938,0.02834,0.03507,0.03911,0.01634,0.02059,0.01381,0.02884,0.01915
0.07232,0.05936,0.06919,0.0653,0.04146,0.03999,0.0241,0.03519,0.03562,0.04616,0.00904,0.02465,0.02515,0.03559,0.02328,0.02955,0.01843,0.0239,0.01847,0.02469,0.0224
0.05716,0.049,0.04655,0.05868,0.04091,0.03985,0.02802,0.02878,0.03108,0.03998,0.01045,0.02637,0.02803,0.02578,0.03557,0.0409,0.01689,0.01907,0.01749,0.01857,0.01731
0.06979,0.03894,0.04493,0.07119,0.03965,0.05355,0.03059,0.03764,0.03741,0.0418,0.0101,0.02683,0.02344,0.02963,0.03453,0.0352,0.01968,0.0228,0.01574,0.02744,0.01729
0.08475,0.07019,0.08322,0.05936,0.042,0.04362,0.0213,0.02949,0.02169,0.03661,0.00995,0.02838,0.02377,0.0299,0.02922,0.03613,0.02065,0.02256,0.01853,0.01894,0.01704
0.10552,0.04025,0.04597,0.06425,0.05716,0.03922,0.03266,0.03205,0.03001,0.05663,0.00885,0.02589,0.02447,0.0273,0.02865,0.03768,0.0184,0.02681,0.01539,0.02024,0.01584
0.12953,0.04815,0.06828,0.05242,0.03374,0.0448,0.01751,0.03286,0.0243,0.03353,0.01069,0.02613,0.02417,0.03739,0.03249,0.03844,0.01739,0.02263,0.01698,0.02335,0.01828
0.06765,0.07584,0.09094,0.06061,0.03067,0.03832,0.01674,0.02596,0.02302,0.03267,0.0171,0.05408,0.03722,0.04009,0.05866,0.06639,0.02729,0.02121,0.01983,0.02727,0.02804
0.06084,0.03913,0.0453,0.10075,0.0624,0.05899,0.02618,0.04848,0.03282,0.07651,0.01719,0.02852,0.02569,0.04145,0.04154,0.05593,0.02239,0.01906,0.01555,0.03354,0.02074
0.0906,0.09115,0.07668,0.0669,0.06146,0.03659,0.03058,0.03124,0.03086,0.05488,0.00989,0.03134,0.02423,0.04021,0.03236,0.04543,0.01551,0.0208,0.02443,0.03047,0.0171
0.0734,0.04696,0.05883,0.07548,0.05296,0.05888,0.0409,0.04351,0.03805,0.05572,0.01325,0.03066,0.02872,0.03515,0.02761,0.03678,0.01178,0.0191,0.02387,0.0259,0.01824
0.05272,0.05698,0.06604,0.06158,0.03891,0.06054,0.0218,0.03202,0.02004,0.04158,0.01472,0.0201,0.02469,0.05358,0.03994,0.03648,0.01531,0.0197,0.01887,0.02813,0.02119
0.06361,0.04983,0.05908,0.11716,0.07979,0.07695,0.04971,0.04571,0.04055,0.08586,0.01317,0.02815,0.02107,0.05577,0.03645,0.04343,0.01033,0.0174,0.02704,0.03459,0.01451
0.06577,0.0399,0.04145,0.10574,0.0785,0.05878,0.03235,0.06223,0.04745,0.08313,0.01192,0.02999,0.02276,0.03678,0.02808,0.02667,0.01515,0.02594,0.01899,0.02897,0.01562
0.10973,0.0318,0.03936,0.05988,0.03784,0.03854,0.02131,0.02566,0.02284,0.03822,0.00896,0.02365,0.02456,0.04513,0.02964,0.03623,0.01323,0.02218,0.01534,0.03244,0.01963
0.08165,0.04776,0.04675,0.1297,0.10979,0.05284,0.04416,0.05523,0.06101,0.10439,0.01324,0.01967,0.02052,0.04348,0.02975,0.03173,0.01532,0.01956,0.02323,0.03396,0.0187
0.06666,0.08319,0.09803,0.08305,0.054,0.04731,0.02582,0.04068,0.02806,0.05532,0.00997,0.02435,0.0299,0.11497,0.0294,0.03181,0.01223,0.0286,0.02407,0.04442,0.01964
0.04933,0.07067,0.07699,0.07777,0.08547,0.03289,0.02643,0.02655,0.03334,0.07393,0.01145,0.02607,0.0251,0.07577,0.03645,0.04396,0.01471,0.01729,0.04062,0.04117,0.01635
0.06855,0.04275,0.03893,0.06224,0.03898,0.03851,0.02433,0.03973,0.02862,0.04002,0.01181,0.02268,0.02358,0.04628,0.02723,0.03052,0.01902,0.01789,0.0189,0.03726,0.01828
0.09539,0.03201,0.04529,0.07576,0.04364,0.05344,0.03127,0.04015,0.03079,0.04585,0.01126,0.02336,0.02382,0.04503,0.03004,0.03765,0.0112,0.01739,0.01614,0.03099,0.01849
0.09573,0.04841,0.07223,0.07538,0.05257,0.04632,0.03081,0.04205,0.0298,0.05283,0.01996,0.02762,0.02437,0.05703,0.0435,0.05919,0.01451,0.01964,0.02098,0.03715,0.01714
0.08353,0.03049,0.03231,0.11453,0.11631,0.05293,0.05285,0.04931,0.0585,0.10661,0.01205,0.03129,0.02367,0.03144,0.03502,0.0338,0.01152,0.02235,0.01605,0.02219,0.02009
0.06887,0.03765,0.04336,0.09102,0.06153,0.04866,0.02826,0.03395,0.02534,0.06463,0.01431,0.03391,0.02802,0.03246,0.03543,0.03682,0.01476,0.01476,0.02568,0.02746,0.0179
0.05224,0.03719,0.04062,0.10271,0.08091,0.05784,0.03674,0.05097,0.04243,0.07947,0.01202,0.02797,0.02649,0.03031,0.04553,0.04533,0.01422,0.01917,0.01973,0.02294,0.01984
0.05421,0.03724,0.0377,0.10286,0.0813,0.06654,0.14493,0.07145,0.05401,0.0833,0.01506,0.03644,0.04298,0.0359,0.04993,0.05268,0.01722,0.02025,0.019,0.02391,0.0269
0.10367,0.04464,0.04729,0.07801,0.08206,0.04133,0.13457,0.04581,0.04677,0.07017,0.01538,0.02868,0.02981,0.03518,0.05515,0.04821,0.01454,0.02175,0.02034,0.02827,0.02603
0.12767,0.03682,0.04419,0.06914,0.05181,0.03596,0.03557,0.03553,0.03538,0.0555,0.03028,0.03759,0.03695,0.03618,0.03598,0.04239,0.01717,0.01891,0.0127,0.02169,0.02283
0.04599,0.02703,0.03967,0.07715,0.04171,0.05338,0.01893,0.03638,0.02578,0.04948,0.01195,0.02959,0.03338,0.02593,0.04408,0.04751,0.01704,0.02339,0.01141,0.01951,0.02551
0.06753,0.04044,0.0479,0.05929,0.04341,0.03782,0.02074,0.02958,0.02288,0.044,0.01371,0.0362,0.03332,0.03078,0.04162,0.04034,0.02349,0.02122,0.01496,0.01985,0.02548
0.06129,0.03395,0.04194,0.1613,0.10897,0.05259,0.0393,0.0393,0.04011,0.13207,0.01237,0.05288,0.04697,0.03475,0.09696,0.09805,0.01522,0.02171,0.01522,0.02675,0.03043
0.05196,0.03417,0.04141,0.14446,0.14184,0.06216,0.0529,0.05225,0.04195,0.13976,0.01936,0.03931,0.03703,0.03367,0.07788,0.06754,0.02633,0.01851,0.01553,0.02023,0.0312
0.09431,0.03097,0.03856,0.10947,0.07846,0.05036,0.03161,0.04706,0.03471,0.08705,0.02085,0.0368,0.03879,0.02652,0.07019,0.06289,0.02073,0.02074,0.01213,0.02035,0.03696
0.08232,0.03445,0.04039,0.1309,0.10054,0.0461,0.03691,0.05009,0.04437,0.10929,0.00895,0.02798,0.02599,0.03473,0.0411,0.04456,0.01,0.02845,0.01676,0.0251,0.01658
0.11711,0.04252,0.0579,0.05845,0.04405,0.03428,0.01898,0.02605,0.02197,0.04275,0.01724,0.04119,0.03348,0.03437,0.04181,0.04992,0.01785,0.02769,0.01938,0.02308,0.02008
0.09454,0.04666,0.05169,0.12384,0.09727,0.05452,0.03434,0.04658,0.03751,0.10111,0.01699,0.02991,0.02282,0.03947,0.03206,0.03665,0.01899,0.02059,0.0138,0.02637,0.0208
0.08267,0.03988,0.04376,0.10592,0.07874,0.04662,0.02837,0.03628,0.03029,0.08661,0.01158,0.0279,0.02551,0.038,0.04071,0.03768,0.01394,0.03975,0.01437,0.02713,0.01785
0.05776,0.0326,0.03347,0.06823,0.03709,0.04963,0.02079,0.02448,0.01925,0.04143,0.01376,0.02534,0.02523,0.03204,0.0336,0.03434,0.00912,0.0238,0.01557,0.03044,0.01684
0.04854,0.04946,0.05402,0.05509,0.04579,0.03725,0.02655,0.02592,0.0249,0.04526,0.01317,0.03348,0.02633,0.03336,0.03252,0.03782,0.0142,0.02202,0.01808,0.02385,0.01783
0.07624,0.03955,0.04297,0.05228,0.03583,0.03199,0.01883,0.02533,0.01947,0.03758,0.01857,0.03602,0.03998,0.03272,0.03871,0.03524,0.01732,0.01801,0.01554,0.02822,0.02354
0.06113,0.02515,0.02806,0.05851,0.03613,0.04426,0.02354,0.02888,0.02755,0.03534,0.03689,0.03153,0.02855,0.02836,0.03949,0.04603,0.01334,0.02194,0.01168,0.02479,0.01882
0.04796,0.02788,0.03554,0.11144,0.08518,0.03927,0.02582,0.03499,0.03099,0.09823,0.01343,0.02336,0.01939,0.02899,0.02975,0.03258,0.01422,0.02241,0.01296,0.02187,0.01509
0.04524,0.04019,0.04668,0.06436,0.04708,0.04345,0.02758,0.02937,0.0315,0.04809,0.03482,0.02257,0.0253,0.03644,0.03365,0.03686,0.02122,0.02476,0.01626,0.02676,0.01953
0.04943,0.0676,0.06493,0.08287,0.09404,0.04117,0.02949,0.0337,0.02671,0.07689,0.01812,0.02961,0.02418,0.05593,0.03237,0.04088,0.01301,0.01957,0.02813,0.03723,0.0152
0.054,0.03144,0.03852,0.04891,0.03237,0.03616,0.01465,0.02497,0.01933,0.03023,0.01314,0.02685,0.02617,0.03593,0.03046,0.0332,0.02187,0.02235,0.01394,0.02839,0.01628
0.05512,0.05076,0.06204,0.05969,0.04036,0.04238,0.02447,0.03312,0.02705,0.03995,0.02632,0.02413,0.02233,0.04023,0.03035,0.03422,0.00841,0.02851,0.01502,0.02559,0.01503
0.04603,0.0765,0.09341,0.06815,0.0414,0.04341,0.01927,0.02837,0.02124,0.0414,0.01953,0.02797,0.02196,0.0354,0.03025,0.03242,0.01139,0.01904,0.02443,0.02298,0.01468
0.10388,0.03553,0.03727,0.05579,0.03886,0.03732,0.01855,0.03044,0.02271,0.04156,0.01215,0.02219,0.01796,0.02518,0.03475,0.03366,0.01446,0.01995,0.01687,0.01866,0.01607
0.07577,0.03693,0.04319,0.05473,0.04184,0.04264,0.02329,0.0307,0.02131,0.03591,0.01731,0.03796,0.02999,0.04568,0.03762,0.03787,0.01407,0.02115,0.02498,0.03854,0.01858
0.06408,0.03388,0.04092,0.06152,0.03786,0.04561,0.02402,0.0297,0.02106,0.03463,0.01749,0.03264,0.026,0.02923,0.03214,0.03864,0.01342,0.02076,0.01407,0.02189,0.01484
0.06837,0.07497,0.08835,0.06456,0.05179,0.04283,0.02262,0.0393,0.02956,0.04717,0.02349,0.03266,0.02358,0.0418,0.03611,0.03854,0.01457,0.0233,0.01987,0.02951,0.01937
0.09684,0.04557,0.05689,0.06577,0.03716,0.04341,0.01846,0.03075,0.0234,0.03939,0.01302,0.02071,0.01982,0.03086,0.03433,0.03809,0.01087,0.02157,0.0166,0.0204,0.01575
0.06238,0.03758,0.03248,0.04428,0.03684,0.03282,0.01959,0.02595,0.02167,0.03345,0.01102,0.028,0.02405,0.0356,0.03202,0.03329,0.0123,0.02486,0.02368,0.02345,0.01573
0.07086,0.03739,0.04416,0.04567,0.03048,0.03211,0.0229,0.01993,0.01761,0.02677,0.00991,0.02849,0.02177,0.03753,0.02631,0.03247,0.00941,0.02367,0.01612,0.02552,0.01388
0.0873,0.03129,0.03217,0.04178,0.0284,0.03271,0.01636,0.02145,0.01689,0.02558,0.00915,0.02414,0.02316,0.03349,0.02853,0.02911,0.00905,0.02177,0.01983,0.02613,0.01417
0.04639,0.02456,0.03331,0.07736,0.05149,0.05776,0.02938,0.04531,0.03088,0.05573,0.0119,0.02637,0.02077,0.03307,0.03019,0.03635,0.0112,0.02686,0.0122,0.02143,0.01702
0.06358,0.04357,0.04797,0.05589,0.03266,0.04134,0.02335,0.02903,0.0239,0.03538,0.01741,0.03038,0.0259,0.03987,0.0535,0.05793,0.02446,0.01863,0.01791,0.02831,0.02084
0.07837,0.03157,0.04029,0.08558,0.06356,0.06551,0.03697,0.046,0.03522,0.06583,0.01034,0.02375,0.02023,0.02555,0.03237,0.03579,0.01362,0.01529,0.01279,0.01759,0.01535
0.11539,0.02901,0.0345,0.07113,0.04902,0.06128,0.02863,0.04443,0.03078,0.05258,0.0092,0.02692,0.02285,0.03063,0.03186,0.03928,0.01287,0.02648,0.01231,0.02034,0.01508
0.11208,0.0268,0.04257,0.08281,0.0507,0.05896,0.04499,0.03587,0.03465,0.05656,0.0119,0.02453,0.02646,0.02455,0.04336,0.04725,0.01531,0.03868,0.01206,0.02375,0.01983
0.06006,0.03578,0.04911,0.06441,0.0455,0.05459,0.03522,0.03268,0.02537,0.04558,0.01176,0.02452,0.02558,0.03497,0.03462,0.03664,0.01423,0.03794,0.01461,0.03242,0.0176
0.06005,0.04403,0.0584,0.06537,0.03598,0.05552,0.03308,0.03066,0.03173,0.03958,0.01476,0.04147,0.02988,0.04602,0.03622,0.04223,0.01362,0.04924,0.01532,0.03256,0.02059
0.0458,0.03882,0.05059,0.05468,0.04088,0.04718,0.02852,0.0308,0.02856,0.0398,0.01062,0.02416,0.02615,0.04123,0.02678,0.02746,0.01222,0.02995,0.01698,0.03246,0.01735
0.09848,0.03594,0.03195,0.05817,0.0417,0.04794,0.01909,0.03785,0.02664,0.04345,0.01065,0.02582,0.01823,0.04201,0.03908,0.05129,0.01286,0.02065,0.01643,0.02806,0.01754
0.10644,0.03333,0.04376,0.05334,0.03551,0.05859,0.0227,0.03544,0.02378,0.03487,0.0089,0.02283,0.01804,0.04091,0.03095,0.03721,0.01061,0.02685,0.01583,0.02424,0.01499
0.09308,0.03132,0.03987,0.06312,0.04388,0.04054,0.02176,0.03708,0.02682,0.05042,0.01194,0.02436,0.02809,0.03645,0.05245,0.03569,0.0133,0.02603,0.01163,0.02477,0.02647
0.04747,0.02641,0.0311,0.05012,0.02887,0.0382,0.01621,0.02364,0.01813,0.03085,0.02906,0.03902,0.03784,0.02783,0.04271,0.03868,0.01317,0.01873,0.01231,0.02382,0.02348
0.05444,0.02678,0.03726,0.04455,0.02754,0.02569,0.01523,0.01972,0.01489,0.02815,0.0156,0.0231,0.01709,0.03864,0.02936,0.02819,0.01467,0.01859,0.01221,0.03022,0.01747
0.04412,0.02693,0.03734,0.06302,0.04034,0.04648,0.02113,0.0259,0.02167,0.03939,0.00898,0.02172,0.01924,0.03064,0.0252,0.03119,0.01042,0.02149,0.01136,0.02535,0.01584
0.04797,0.03203,0.03674,0.07267,0.0448,0.04383,0.02001,0.02823,0.01886,0.04835,0.01069,0.03366,0.0319,0.02955,0.04043,0.04121,0.0113,0.01856,0.01101,0.02183,0.01963
0.05359,0.03471,0.04568,0.04551,0.03027,0.03042,0.01525,0.02319,0.01919,0.03424,0.05355,0.02497,0.02266,0.0367,0.0295,0.03391,0.05211,0.01974,0.01556,0.02261,0.0161
0.05187,0.03107,0.03353,0.06203,0.0442,0.0467,0.02153,0.03282,0.02615,0.04012,0.04567,0.02157,0.01846,0.02978,0.02405,0.02862,0.03551,0.0165,0.01463,0.03136,0.01508
0.11711,0.03286,0.03757,0.04631,0.02837,0.05748,0.02516,0.05406,0.03493,0.0272,0.02198,0.02166,0.01644,0.0378,0.02337,0.03424,0.02738,0.01588,0.01777,0.03161,0.01573
0.05479,0.04346,0.05354,0.05528,0.03219,0.04629,0.02313,0.03137,0.02732,0.03129,0.01486,0.02906,0.02243,0.04199,0.02277,0.03177,0.01144,0.02148,0.02014,0.03351,0.01528
0.07937,0.03942,0.04717,0.04973,0.04086,0.02988,0.02922,0.02386,0.02684,0.03696,0.03067,0.0317,0.02966,0.04316,0.04936,0.05261,0.02151,0.01666,0.01795,0.02137,0.02128
0.07365,0.046,0.05184,0.05495,0.03055,0.04405,0.03085,0.03362,0.03688,0.03138,0.02225,0.02371,0.02345,0.05782,0.03145,0.04026,0.01991,0.01623,0.02044,0.02456,0.02136
0.04637,0.03918,0.04311,0.04967,0.03665,0.06707,0.02935,0.07607,0.05853,0.03641,0.01071,0.03072,0.03052,0.03469,0.05291,0.0492,0.01005,0.01503,0.01995,0.02797,0.02501
0.05223,0.03355,0.04842,0.05665,0.03523,0.05304,0.0311,0.07443,0.06019,0.03978,0.0076,0.02705,0.02205,0.03017,0.03511,0.0426,0.01415,0.01678,0.0138,0.02434,0.01803
0.05916,0.02997,0.03864,0.06063,0.04413,0.09102,0.04726,0.10762,0.0701,0.0466,0.00919,0.03389,0.02951,0.04335,0.03303,0.03911,0.01197,0.01808,0.01102,0.03067,0.01774
0.04805,0.03425,0.04189,0.07685,0.07347,0.06036,0.10169,0.15769,0.24685,0.06748,0.01025,0.02102,0.0219,0.03072,0.02942,0.03495,0.01211,0.01654,0.01426,0.02105,0.01899
0.04459,0.02942,0.03521,0.06648,0.08052,0.0743,0.15671,0.21169,0.36898,0.06149,0.0088,0.02536,0.02211,0.0257,0.02815,0.03512,0.01056,0.01763,0.01517,0.02256,0.01329
0.02847,0.0223,0.02883,0.05758,0.0335,0.05182,0.02438,0.04496,0.03319,0.03481,0.05294,0.02658,0.02131,0.02948,0.02699,0.03078,0.0145,0.02064,0.01053,0.02291,0.01287
0.03894,0.02161,0.03014,0.04749,0.02792,0.03591,0.01712,0.02437,0.02077,0.02902,0.02426,0.02893,0.02231,0.02805,0.02893,0.03615,0.02402,0.02295,0.0128,0.02216,0.01491
0.06764,0.02596,0.0354,0.05784,0.04129,0.04288,0.03359,0.05367,0.04675,0.0434,0.05212,0.02704,0.02766,0.03359,0.03639,0.03943,0.05122,0.01771,0.01411,0.02121,0.02022
0.06404,0.03178,0.04123,0.06299,0.03091,0.08601,0.03772,0.09352,0.04603,0.03637,0.01576,0.02574,0.02359,0.03717,0.03163,0.03425,0.01731,0.02424,0.01397,0.02431,0.01635
0.05517,0.02796,0.03631,0.05436,0.04355,0.03493,0.02779,0.02977,0.03318,0.04223,0.15263,0.02533,0.02562,0.03074,0.02946,0.03492,0.03369,0.02017,0.01227,0.02402,0.01988
0.04523,0.03174,0.03893,0.04037,0.03037,0.02367,0.01664,0.0237,0.02297,0.03026,0.34711,0.03768,0.03523,0.03395,0.03925,0.04932,0.12092,0.0238,0.01546,0.02852,0.023
0.03993,0.02646,0.03069,0.04625,0.02875,0.04402,0.01678,0.03617,0.02116,0.0284,0.03239,0.02009,0.02018,0.02767,0.03055,0.02905,0.0165,0.01952,0.01113,0.02144,0.01741
0.0339,0.03158,0.0321,0.05763,0.02974,0.04647,0.01713,0.03053,0.01871,0.03589,0.12996,0.0346,0.0313,0.02674,0.0549,0.0645,0.07323,0.01865,0.01716,0.02181,0.02659
0.04297,0.02146,0.02886,0.04464,0.03135,0.03618,0.02904,0.03805,0.03304,0.03478,0.02195,0.02617,0.02691,0.02708,0.04607,0.04812,0.02352,0.01659,0.01299,0.02226,0.02438
0.04076,0.02891,0.03779,0.04302,0.03236,0.07648,0.0522,0.06764,0.06507,0.03242,0.01266,0.02713,0.02488,0.03434,0.02983,0.02494,0.01212,0.01918,0.01391,0.02306,0.01737
0.0841,0.03399,0.04669,0.05372,0.02886,0.05023,0.03811,0.04429,0.04618,0.03061,0.01141,0.03364,0.02622,0.03347,0.0278,0.04017,0.01246,0.01485,0.01102,0.02352,0.01254
0.06132,0.03077,0.03738,0.05292,0.03524,0.03875,0.02779,0.05877,0.06688,0.0366,0.00991,0.02172,0.01798,0.03157,0.02464,0.03245,0.00986,0.02197,0.01241,0.02187,0.01076
0.07596,0.025,0.03724,0.04451,0.03398,0.05239,0.06304,0.06044,0.08723,0.03258,0.0074,0.02206,0.02259,0.02861,0.03387,0.03066,0.0089,0.02026,0.01346,0.02616,0.01475
0.06263,0.02523,0.03444,0.04177,0.02862,0.03246,0.02002,0.03785,0.04004,0.02581,0.00894,0.02721,0.02336,0.02864,0.02177,0.02705,0.00899,0.0651,0.00987,0.01853,0.01462
0.05531,0.03298,0.03807,0.04771,0.03329,0.03396,0.0225,0.02754,0.02775,0.03143,0.05164,0.02369,0.02107,0.02949,0.02256,0.02979,0.01314,0.02563,0.0138,0.02309,0.01412
0.08488,0.03251,0.04889,0.05644,0.03742,0.04497,0.02886,0.03799,0.02774,0.03726,0.01061,0.02447,0.02461,0.03035,0.02346,0.02855,0.00872,0.02393,0.01257,0.02407,0.01392
0.07922,0.03336,0.04194,0.05073,0.02629,0.04527,0.02604,0.03519,0.03274,0.02864,0.0242,0.02472,0.01812,0.02905,0.03017,0.03384,0.01179,0.02327,0.01491,0.02052,0.01382
0.0602,0.03557,0.03991,0.0464,0.02803,0.05298,0.02073,0.03453,0.01966,0.03149,0.08272,0.02472,0.02529,0.03125,0.0259,0.03167,0.04551,0.01667,0.01542,0.02785,0.01562
0.05925,0.03488,0.03335,0.03673,0.03019,0.02771,0.0162,0.02447,0.0196,0.02971,0.04726,0.02762,0.02068,0.02986,0.03138,0.03141,0.02028,0.02013,0.01348,0.02619,0.01583
0.06285,0.04367,0.02677,0.04523,0.0228,0.03189,0.01628,0.02282,0.01865,0.0237,0.05119,0.01964,0.0227,0.0334,0.02906,0.03366,0.0205,0.0186,0.01807,0.02603,0.01368
0.08031,0.02847,0.03283,0.05163,0.02466,0.04081,0.02093,0.02651,0.02644,0.02472,0.01156,0.02105,0.01916,0.02622,0.02815,0.03412,0.01525,0.01814,0.01404,0.01653,0.01322
0.04665,0.02839,0.03361,0.04486,0.02777,0.054,0.01765,0.04678,0.02638,0.02882,0.01571,0.02136,0.01945,0.04573,0.02774,0.02897,0.00928,0.02299,0.01287,0.02698,0.01532
0.07008,0.03139,0.04962,0.03577,0.02439,0.03122,0.02364,0.02148,0.02153,0.02384,0.01318,0.02476,0.0299,0.04468,0.02944,0.03004,0.0171,0.01821,0.01421,0.03528,0.02413
0.0775,0.06256,0.07295,0.04793,0.02952,0.04816,0.01912,0.03081,0.02246,0.03042,0.01087,0.02362,0.02165,0.03302,0.0245,0.0307,0.01149,0.02184,0.01792,0.02788,0.01512
0.07179,0.03021,0.03891,0.05544,0.0373,0.05499,0.03475,0.041,0.04711,0.03965,0.0109,0.02852,0.02276,0.03192,0.02567,0.03,0.01156,0.02131,0.01409,0.02434,0.01633
0.05016,0.07105,0.11734,0.05948,0.02654,0.06147,0.02312,0.04086,0.02204,0.02945,0.0111,0.02354,0.01896,0.04786,0.02363,0.0298,0.01041,0.01906,0.01792,0.03262,0.01853
0.0372,0.03686,0.04774,0.0663,0.04028,0.05526,0.04912,0.04955,0.04181,0.04355,0.02611,0.02002,0.01934,0.03684,0.02517,0.0276,0.02345,0.02055,0.01734,0.03201,0.01619
