"C3","C4","CZ","EMG","F3","F4","F7","F8","FP1","FP2","FZ","LOG","O1","O2","P3","P4","PZ","ROG","T3","T4","T5","T6"
0.01021,0.00783,0.01719,0.0028,0.01698,0.01285,0.02784,0.01622,0.01293,0.01,0.01586,0.00327,0.01352,0.0148,0.01289,0.01388,0.0141,0.00417,0.00807,0.01226,0.0093,0.01014
0.00984,0.00654,0.01542,0.00319,0.01027,0.01008,0.01615,0.00947,0.0117,0.00805,0.01202,0.00346,0.0121,0.01017,0.01338,0.01194,0.01389,0.00393,0.00654,0.01061,0.00769,0.00865
0.01113,0.00771,0.01511,0.00266,0.00959,0.00916,0.00952,0.00982,0.01053,0.008,0.01219,0.00303,0.01442,0.01305,0.01356,0.01329,0.0138,0.0036,0.00794,0.01151,0.0088,0.01017
0.01463,0.01117,0.01755,0.00233,0.01316,0.01418,0.01154,0.01232,0.01338,0.01213,0.01524,0.00471,0.01436,0.01569,0.01649,0.01846,0.01819,0.00585,0.00857,0.01854,0.00892,0.01426
0.01444,0.00942,0.02005,0.00428,0.01413,0.01554,0.01477,0.01276,0.01567,0.01516,0.01907,0.0046,0.02577,0.01989,0.02251,0.02133,0.02937,0.00497,0.00943,0.01515,0.01209,0.01634
0.01944,0.01443,0.02498,0.00524,0.03218,0.0848,0.02894,0.02122,0.23341,0.56108,0.02678,0.00548,0.02361,0.01867,0.02198,0.02096,0.02781,0.00528,0.01027,0.01939,0.01108,0.02257
0.02053,0.01186,0.01991,0.0046,0.03579,0.06093,0.0383,0.02219,0.45501,0.29672,0.01882,0.0145,0.01639,0.01439,0.01793,0.01742,0.01705,0.00663,0.01535,0.01742,0.01416,0.02606
0.02873,0.01063,0.03807,0.00479,0.0487,0.05026,0.03886,0.0269,0.57437,0.26603,0.03767,0.00354,0.01749,0.01034,0.02277,0.01996,0.01949,0.00505,0.01663,0.02167,0.01532,0.02554
0.01982,0.01098,0.02086,0.00456,0.04033,0.03506,0.04554,0.02669,0.4946,0.17892,0.02052,0.00464,0.01117,0.01373,0.01883,0.01551,0.01547,0.00466,0.01874,0.01309,0.01483,0.02452
0.0199,0.01045,0.01924,0.00481,0.0352,0.02632,0.04028,0.02497,0.32192,0.10137,0.01795,0.00411,0.01742,0.01012,0.01949,0.01626,0.01687,0.00446,0.01381,0.01487,0.01493,0.02116
0.01568,0.00928,0.01574,0.0045,0.0289,0.01978,0.03268,0.02485,0.16496,0.03639,0.01357,0.00333,0.01734,0.01158,0.01799,0.01753,0.01738,0.00507,0.012,0.01556,0.01562,0.01705
0.01845,0.0107,0.02374,0.00468,0.03656,0.02139,0.05258,0.02987,0.19138,0.03491,0.02204,0.00475,0.01701,0.01852,0.01712,0.01515,0.01478,0.00552,0.01545,0.01827,0.01359,0.01886
0.01597,0.00998,0.01698,0.00526,0.02564,0.01457,0.02899,0.02383,0.08682,0.01479,0.01409,0.00292,0.0147,0.01373,0.01988,0.01714,0.0203,0.00423,0.01132,0.0133,0.01034,0.01402
0.01062,0.00725,0.01163,0.0054,0.02128,0.00964,0.0356,0.01727,0.04423,0.00915,0.01126,0.00315,0.01157,0.01208,0.01084,0.01121,0.011,0.00386,0.01028,0.00924,0.00834,0.00956
0.01059,0.00806,0.01002,0.00441,0.02231,0.00916,0.04003,0.01884,0.03888,0.00957,0.00924,0.00264,0.01104,0.01088,0.01217,0.01037,0.01035,0.00329,0.009,0.00963,0.00884,0.00949
0.00951,0.00675,0.01039,0.00434,0.02043,0.00941,0.03068,0.01814,0.03724,0.00848,0.00887,0.00245,0.01067,0.00953,0.01116,0.00932,0.01008,0.00393,0.01015,0.00836,0.00826,0.00914
0.00992,0.00732,0.00918,0.00419,0.02078,0.00848,0.03629,0.01293,0.0307,0.00855,0.00879,0.0029,0.00938,0.00785,0.01031,0.00756,0.00922,0.00384,0.00863,0.00791,0.00793,0.00863
