"C3","C4","CZ","EMG","F3","F4","F7","F8","FP1","FP2","FZ","LOG","O1","O2","P3","P4","PZ","ROG","T3","T5","T6"
0.54391,0.60385,0.72803,0.14919,0.47154,0.55561,0.24156,0.48421,0.28574,0.51724,0.61529,0.08404,0.57108,0.55625,0.57226,0.67984,0.74952,0.23347,0.2933,0.4281,0.54189
0.38602,0.61546,0.54472,0.18342,0.36518,0.51954,0.23869,0.51018,0.30062,0.53484,0.4663,0.11487,0.70293,0.65962,0.62491,0.67242,0.58639,0.25919,0.25801,0.51054,0.53405
0.43515,0.59868,0.59667,0.29548,0.43696,0.56371,0.24506,0.57658,0.35055,0.547,0.54738,0.11583,0.56229,0.58885,0.56558,0.71811,0.64167,0.20158,0.27671,0.41121,0.72499
0.43538,0.69506,0.64249,0.15095,0.40163,0.54192,0.19456,0.57462,0.26869,0.59429,0.53572,0.08536,0.53399,0.64619,0.47038,0.77834,0.70043,0.26733,0.23587,0.35428,0.67306
0.40704,0.60827,0.57629,0.1543,0.43575,0.48868,0.2386,0.51706,0.31451,0.56679,0.49286,0.11632,0.42259,0.58751,0.46121,0.53406,0.52691,0.19626,0.28706,0.36901,0.507
0.45367,0.68095,0.63933,0.14393,0.43152,0.57021,0.23375,0.53677,0.2914,0.56228,0.54544,0.09079,0.60483,0.59611,0.57516,0.72212,0.74402,0.14138,0.31855,0.45547,0.5939
0.3751,0.51537,0.43785,0.18296,0.36639,0.51041,0.20819,0.5037,0.29836,0.58768,0.44548,0.06692,0.42749,0.63991,0.45864,0.57614,0.44024,0.19358,0.28929,0.37415,0.55993
0.5014,0.72216,0.71203,0.1627,0.49402,0.63512,0.27349,0.60643,0.38017,0.58478,0.58929,0.10892,0.50289,0.62728,0.45324,0.74396,0.689,0.16887,0.31984,0.35013,0.59215
0.40256,0.59127,0.52104,0.39676,0.40346,0.51579,0.23305,0.55081,0.28951,0.56071,0.50387,0.10054,0.39665,0.51769,0.38878,0.58874,0.5191,0.3717,0.26689,0.32512,0.52313
0.4404,0.64823,0.58699,0.17849,0.43348,0.51523,0.27305,0.60639,0.3175,0.60838,0.5096,0.12774,0.54622,0.70127,0.50867,0.73845,0.61549,0.20166,0.31476,0.36321,0.6693
0.42551,0.55199,0.56691,0.15892,0.40446,0.47806,0.19772,0.4879,0.26986,0.48211,0.48254,0.08603,0.52282,0.69914,0.48342,0.77789,0.59493,0.22963,0.28511,0.38329,0.71123
0.57847,0.66674,0.76078,0.16674,0.54224,0.63107,0.28125,0.54882,0.33043,0.57102,0.69221,0.1179,0.49325,0.54346,0.54565,0.59666,0.66423,0.22963,0.31579,0.38048,0.50465
0.48564,0.65474,0.72779,0.15872,0.44625,0.57112,0.23098,0.50642,0.32633,0.55985,0.60903,0.10683,0.54163,0.68526,0.52609,0.73533,0.648,0.66512,0.3337,0.42715,0.72933
0.4946,0.67315,0.72015,2.7522,0.50038,0.61649,0.31151,0.62091,0.41169,0.72875,0.65574,0.093,0.49002,0.62981,0.51251,0.67388,0.6341,0.22063,0.30792,0.3891,0.55428
0.54503,0.70256,0.70684,0.18163,0.5826,0.66314,0.28119,0.63998,0.35383,0.65271,0.7388,0.12712,0.47002,0.61019,0.54612,0.70725,0.64513,0.1491,0.2797,0.36015,0.56028
0.45954,0.6735,0.59886,0.16797,0.42639,0.55922,0.2249,0.58635,0.27219,0.53793,0.58215,0.11003,0.48238,0.62408,0.48095,0.62748,0.62058,0.17394,0.31435,0.366,0.57195
0.46795,0.52581,0.55746,0.23611,0.42646,0.48226,0.24878,0.45409,0.28166,0.50783,0.50856,0.09668,0.41627,0.57403,0.43487,0.58359,0.59473,0.2177,0.30304,0.33575,0.52194
0.48004,0.63909,0.67472,0.17079,0.47548,0.60182,0.23172,0.53886,0.31772,0.5399,0.59701,0.09281,0.52835,0.58946,0.54095,0.65413,0.65608,0.20927,0.3095,0.39671,0.52151
0.52066,0.74461,0.77718,0.17092,0.42958,0.59352,0.23235,0.57926,0.29427,0.59617,0.59033,0.10147,0.70625,0.65035,0.68801,0.84845,0.84663,0.41178,0.30937,0.43355,0.70967
0.39887,0.64591,0.54107,0.15658,0.39252,0.5011,0.24778,0.48338,0.30407,0.50007,0.45369,0.09362,0.63257,0.69117,0.56589,0.69558,0.58105,0.26989,0.30387,0.47694,0.69973
0.48963,0.65853,0.65336,0.15968,0.43202,0.59301,0.27621,0.57637,0.33651,0.55145,0.60124,0.12313,0.52372,0.57117,0.54677,0.67253,0.68987,0.28754,0.2952,0.42099,0.55848
0.45789,0.62238,0.64458,0.16957,0.41827,0.57862,0.23474,0.55866,0.3279,0.55643,0.60762,0.09729,0.50889,0.55947,0.45785,0.57588,0.56088,0.19751,0.26884,0.38334,0.50699
0.57351,0.79834,0.78821,0.18576,0.51308,0.66509,0.54563,0.71551,0.89373,0.91091,0.65871,0.26056,0.67597,0.84795,0.65718,0.93782,0.89199,0.31207,0.29605,0.43971,0.79841
0.49188,0.73218,0.76048,0.23866,0.43909,0.55511,0.34499,0.82575,0.76764,1.64945,0.54808,0.34943,0.66659,0.68767,0.64872,0.84882,0.8359,0.35821,0.32255,0.50846,0.62646
0.51821,0.86143,0.76381,0.15336,0.46019,0.70603,0.36687,0.72757,0.65265,0.98226,0.59363,0.37219,0.60486,0.66302,0.61793,0.85092,0.75495,0.20478,0.28907,0.44394,0.71743
0.46765,0.72084,0.64796,0.14319,0.43631,0.58591,0.2265,0.58334,0.28254,0.5762,0.6221,0.09901,0.49327,0.62932,0.5088,0.72729,0.65292,0.22003,0.28303,0.39171,0.64374
0.47689,0.61944,0.59728,0.15112,0.42345,0.57001,0.24755,0.53965,0.301,0.54831,0.54979,0.10582,0.46419,0.64488,0.51568,0.63742,0.60254,0.21453,0.3101,0.38502,0.53489
0.40162,0.58406,0.56109,0.21455,0.35635,0.52217,0.2,0.5049,0.23432,0.52138,0.46756,0.08114,0.46448,0.58241,0.47603,0.64064,0.56799,0.2229,0.25686,0.39333,0.56337
0.43473,0.55575,0.51528,0.1887,0.41419,0.4893,0.25092,0.50468,0.26477,0.46496,0.4714,0.08399,0.40696,0.54231,0.44431,0.58192,0.5206,0.22145,0.29326,0.36657,0.57407
0.48497,0.6055,0.59616,0.17564,0.43872,0.53369,0.24559,0.49237,0.28979,0.48685,0.51717,0.10165,0.49257,0.59079,0.50391,0.63176,0.59649,0.42356,0.28049,0.38566,0.58456
0.42269,0.57396,0.4946,0.14349,0.37047,0.46919,0.219,0.50631,0.26381,0.51749,0.46761,0.07871,0.55502,0.66926,0.51032,0.68358,0.59339,0.24456,0.31078,0.39151,0.6444
0.43344,0.56022,0.58749,0.14108,0.42459,0.55369,0.2181,0.55218,0.28704,0.60011,0.5947,0.09101,0.40981,0.58242,0.47094,0.56329,0.59104,0.33411,0.27178,0.3425,0.51864
0.42173,0.6366,0.56566,0.15151,0.44854,0.52671,0.23324,0.54088,0.3041,0.54086,0.51829,0.10424,0.41703,0.55936,0.42182,0.59958,0.51233,0.30542,0.28078,0.33417,0.49312
0.60866,0.69253,0.74194,0.16176,0.55259,0.64154,0.31676,0.67201,0.35335,0.64252,0.67595,0.12509,0.62605,0.72789,0.59553,0.71619,0.70407,0.19202,0.35141,0.51909,0.68128
0.58502,0.72461,0.72664,0.14438,0.49811,0.60198,0.28308,0.55686,0.34538,0.56268,0.59915,0.13003,0.52095,0.64503,0.61077,0.7997,0.82089,0.32996,0.33104,0.37705,0.67875
0.5653,0.73909,0.7489,0.15073,0.583,0.6312,0.28782,0.55833,0.34948,0.63225,0.77349,0.12199,0.48356,0.61741,0.49811,0.68512,0.65006,1.044,0.34194,0.38818,0.60537
0.47565,0.68719,0.69814,0.15676,0.44909,0.53899,0.24929,0.52486,0.33002,0.56149,0.57688,0.10895,0.53022,0.60216,0.50373,0.64935,0.63713,0.95177,0.2852,0.4198,0.5605
0.40245,0.56449,0.54861,0.11452,0.3856,0.49861,0.20582,0.47009,0.27008,0.5251,0.51328,0.07941,0.525,0.54647,0.47546,0.67473,0.63011,0.77297,0.27089,0.36316,0.51686
0.38258,0.60614,0.51338,0.15907,0.37874,0.52843,0.20284,0.59842,0.28316,0.54813,0.49786,0.10752,0.45804,0.56577,0.48401,0.53145,0.50693,0.4737,0.2842,0.41094,0.55038
0.47854,0.53792,0.58194,0.15303,0.44394,0.51113,0.23395,0.44074,0.29624,0.45494,0.54361,0.09152,0.48154,0.57101,0.51093,0.55782,0.54736,0.32843,0.30747,0.41268,0.52381
0.37877,0.62066,0.56967,0.13514,0.36804,0.4577,0.20501,0.49225,0.26646,0.52106,0.43676,0.07114,0.53053,0.60434,0.48592,0.80615,0.66681,0.21146,0.26277,0.35877,0.65171
0.60806,0.86117,0.92232,0.15905,0.55668,0.76712,0.302,0.63481,0.34972,0.62801,0.77126,0.13932,0.5834,0.54675,0.57607,0.73968,0.77521,0.24692,0.31774,0.40082,0.54743
0.48869,0.60455,0.59999,0.15174,0.39583,0.46183,0.24182,0.46491,0.27162,0.50181,0.51516,0.10517,0.61417,0.68882,0.57878,0.77553,0.79206,0.25826,0.29669,0.42594,0.58154
0.6907,0.80347,1.02498,0.15903,0.7662,0.85157,0.35727,0.68159,0.52284,0.75821,1.02689,0.18528,0.62073,0.69316,0.76568,0.8512,0.99514,0.19234,0.33687,0.49236,0.6185
0.73442,0.79969,1.0122,0.14617,0.66712,0.71356,0.32738,0.57391,0.44235,0.58923,0.81515,0.17771,0.88586,0.72758,0.82523,0.82713,1.01747,0.16606,0.36175,0.48182,0.67771
0.50907,0.76359,0.69897,0.15329,0.49568,0.61714,0.2647,0.57413,0.32831,0.58121,0.61487,0.13253,0.57177,0.60378,0.55583,0.69306,0.67115,0.22921,0.33256,0.42971,0.58521
0.55568,0.68587,0.69615,0.19497,0.4765,0.62851,0.25813,0.62847,0.32463,0.67604,0.62534,0.10165,0.58875,0.72032,0.57546,0.6613,0.72264,0.23879,0.31536,0.43387,0.64558
0.58216,0.98064,0.79488,0.15499,0.79029,3.35189,0.32789,4.81297,1.15337,11.57308,1.4948,0.106,0.50416,0.62789,0.54312,0.69553,0.66129,0.22426,0.33944,0.40938,0.61694
0.45366,0.69098,0.67161,0.16759,0.41744,0.61887,0.24369,0.66071,0.31171,0.59645,0.55987,0.10618,0.56671,0.73029,0.46737,0.70534,0.67254,0.23022,0.26887,0.39172,0.69943
0.45663,0.63879,0.61293,0.17701,0.41623,0.55728,0.25809,0.63119,0.33532,0.57993,0.51395,0.12868,0.50921,0.66277,0.46943,0.74087,0.64643,0.25244,0.26217,0.37463,0.63094
0.50929,0.69957,0.7537,0.1771,0.43786,0.59124,0.21922,0.56862,0.31605,0.56832,0.57485,0.09197,0.61508,0.66141,0.56896,0.74194,0.81462,0.20875,0.3095,0.52714,0.57285
0.46057,0.64062,0.61753,0.15171,0.38599,0.48619,0.21984,0.51922,0.28863,0.55138,0.50548,0.10821,0.59005,0.68209,0.50771,0.79067,0.73981,0.21068,0.29933,0.37841,0.61893
0.46373,0.76443,0.69322,0.15455,0.44048,0.62411,0.27762,0.65055,0.37746,0.68264,0.60415,0.12666,0.69682,0.74217,0.65689,0.80533,0.82348,0.18817,0.29064,0.48052,0.64732
0.5428,0.98681,0.85204,0.16472,0.56377,0.73112,0.30851,0.6226,0.46359,0.64393,0.73665,0.15818,0.69167,0.80954,0.64277,1.07669,0.95655,0.25613,0.30193,0.42338,0.8333
0.88104,1.00115,1.09284,0.28288,0.68493,0.81924,0.30431,0.74749,0.34178,0.68514,0.86519,0.14605,0.86797,0.78465,0.94042,1.1021,1.13411,0.23073,0.41948,0.62008,0.77753
0.49785,0.82522,0.79364,1.89032,0.44505,0.59656,0.23831,0.66402,0.28502,0.57511,0.61767,0.11972,0.56935,0.64341,0.52885,0.77481,0.75886,0.26147,0.27654,0.37553,0.62343
0.48183,0.7164,0.69483,0.20686,0.4688,0.62329,0.27814,0.67159,0.32792,0.67446,0.59168,0.1143,0.71082,0.79942,0.52062,0.7396,0.71513,0.25434,0.27921,0.42237,0.66243
0.68301,0.83148,0.97159,0.15812,0.6397,0.75292,0.33425,0.62426,0.41257,0.66421,0.7902,0.1611,0.54153,0.6732,0.65824,0.93885,0.87765,0.2747,0.37002,0.41768,0.78563
0.46948,0.66838,0.72295,0.15244,0.46266,0.6103,0.24007,0.59993,0.31186,0.61233,0.61875,0.11133,0.63733,0.66803,0.58007,0.75021,0.7949,0.34417,0.26615,0.41093,0.65946
0.47312,0.57588,0.66837,0.1552,0.4518,0.56787,0.23699,0.54818,0.30381,0.55665,0.53299,0.10147,0.56736,0.63552,0.46873,0.71152,0.6805,0.22472,0.28501,0.36758,0.56703
0.43133,0.63097,0.58058,0.19712,0.46078,0.5739,0.26841,0.58982,0.53585,0.60661,0.54321,0.15512,0.56949,0.71359,0.45385,0.66494,0.61953,0.1577,0.28198,0.35638,0.65029
0.51006,0.69697,0.79145,0.19876,0.4324,0.63397,0.24486,0.62742,0.2832,0.58064,0.59803,0.11364,0.52346,0.64735,0.52649,0.71114,0.76381,0.50205,0.26561,0.38378,0.58297
0.42793,0.54497,0.54401,0.15492,0.32965,0.52345,0.23161,0.56605,0.26776,0.5226,0.45795,0.09553,0.55573,0.59396,0.52888,0.57119,0.63417,0.22789,0.2464,0.37876,0.56307
0.4956,0.61868,0.64866,0.14905,0.44228,0.4918,0.22477,0.55462,0.27168,0.49172,0.58361,0.12073,0.47345,0.56061,0.49293,0.55332,0.60686,0.14232,0.25325,0.39687,0.51717
0.54075,0.77386,0.87211,0.17637,0.55315,0.72287,0.30052,0.69384,0.34192,0.69717,0.73003,0.12774,0.5143,0.59463,0.60743,0.7285,0.71779,0.17831,0.32548,0.4688,0.65398
0.4649,0.59845,0.58991,0.16366,0.41087,0.47432,0.22645,0.46196,0.25979,0.47714,0.49105,0.08601,0.44446,0.56306,0.51066,0.65586,0.63296,0.24011,0.28898,0.3864,0.58136
0.51468,0.66187,0.76418,0.1628,0.46592,0.52956,0.2445,0.54053,0.29402,0.50734,0.55873,0.11501,0.51985,0.6493,0.5085,0.71868,0.77329,0.26096,0.28877,0.38124,0.59264
0.41061,0.5287,0.5236,0.16954,0.39009,0.48562,0.22796,0.49471,0.29665,0.4689,0.48537,0.1169,0.52529,0.55453,0.45658,0.54824,0.5543,0.18737,0.26967,0.35856,0.46215
0.36522,0.60953,0.48632,1.04467,0.35076,0.49204,0.22564,0.49788,0.30585,0.53322,0.43671,0.09595,0.47421,0.62337,0.42263,0.56839,0.47468,0.22433,0.31768,0.52677,0.53024
1.02233,1.42119,1.3271,0.47413,0.83543,1.3694,0.53638,1.39373,0.69118,1.39233,1.16226,0.20112,1.83628,2.39923,1.45008,1.74978,1.52302,0.15575,0.7132,1.95195,2.499
0.76602,0.91998,1.20398,1.00977,0.70023,0.88193,0.38919,0.84385,0.48389,0.8618,0.93256,0.19912,0.72681,0.83724,0.76824,0.99131,1.09335,0.18028,0.38292,0.5735,0.77043
0.77437,0.77789,1.05116,0.18379,0.61477,0.69215,0.27543,0.55805,0.28786,0.53805,0.72501,0.08553,0.7715,0.71322,0.7698,0.88016,0.96339,0.38074,0.37458,0.54897,0.67514
0.50591,0.70339,0.68381,0.16708,0.41114,0.58528,0.22558,0.63851,0.27252,0.55929,0.56312,0.08439,0.66805,0.71243,0.61934,0.76762,0.77661,0.30479,0.2837,0.41732,0.66507
0.43868,0.62239,0.59932,0.15542,0.39821,0.54495,0.22896,0.5108,0.30063,0.52107,0.53878,0.09679,0.484,0.58477,0.50437,0.63607,0.52577,0.28927,0.26329,0.35857,0.5514
0.4375,0.61288,0.59476,0.16177,0.41277,0.46726,0.24037,0.52002,0.26358,0.52897,0.4797,0.09189,0.46979,0.55468,0.48626,0.61919,0.60312,0.36385,0.27676,0.35937,0.54813
0.53798,0.70573,0.79901,0.15315,0.51877,0.63634,0.25399,0.53744,0.31276,0.58781,0.69559,0.11104,0.5742,0.62419,0.57927,0.73801,0.74139,0.21776,0.31913,0.41545,0.62515
0.46921,0.68046,0.63605,0.15422,0.41734,0.55062,0.22321,0.66912,0.32018,0.64871,0.57732,0.10326,0.71364,0.75497,0.62326,0.73453,0.71973,0.19845,0.32156,0.46933,0.64562
0.49685,0.62199,0.60157,0.15073,0.4221,0.53371,0.22934,0.53025,0.27916,0.53398,0.50679,0.09522,0.52532,0.58837,0.57891,0.63923,0.6098,0.27297,0.35698,0.43422,0.57982
0.44597,0.63168,0.54557,0.14465,0.4175,0.54444,0.26457,0.5934,0.33117,0.6338,0.52232,0.13667,0.60458,0.74351,0.52629,0.8133,0.66436,0.23079,0.29087,0.42856,0.65531
0.46169,0.59801,0.66077,0.17194,0.47941,0.57265,0.23907,0.58294,0.30553,0.56221,0.65024,0.09947,0.49192,0.57647,0.49245,0.62331,0.61624,0.27344,0.28203,0.38509,0.61249
0.45106,0.63316,0.56594,0.14383,0.45326,0.52247,0.25504,0.54751,0.30151,0.53577,0.55107,0.11303,0.51305,0.64732,0.46694,0.68809,0.64777,0.31046,0.30024,0.43501,0.56754
0.39699,0.55372,0.59239,0.1353,0.39462,0.46469,0.21202,0.46035,0.26606,0.44419,0.44582,0.08001,0.44946,0.59152,0.42369,0.60836,0.54632,0.21623,0.26875,0.348,0.48599
0.38624,0.52938,0.50295,0.14626,0.37952,0.51663,0.20159,0.5066,0.28923,0.53345,0.49614,0.08934,0.39299,0.586,0.37147,0.58656,0.4938,0.19814,0.23334,0.36121,0.56101
0.67958,0.76724,0.86559,0.15402,0.54059,0.59579,0.26981,0.56226,0.3175,0.55503,0.60347,0.08916,0.71452,0.69234,0.63026,0.81921,0.80012,0.25892,0.36112,0.46393,0.63572
0.59146,0.80499,0.92876,0.13888,0.60281,0.76903,0.29178,0.67211,0.36376,0.64825,0.84393,0.15129,0.6054,0.69651,0.53699,0.91785,0.84432,0.21617,0.30049,0.36968,0.62032
0.47213,0.69507,0.72826,0.15174,0.48315,0.59787,0.2735,0.56221,0.42077,0.70783,0.61282,0.13791,0.7697,0.72693,0.66435,0.79617,0.79989,0.25009,0.28621,0.43404,0.63922
0.57305,0.76796,0.88386,0.14659,0.55667,0.73711,0.56993,0.88024,1.60473,1.82564,0.6803,0.45953,0.70736,0.66757,0.65446,0.89755,0.91746,0.27813,0.3531,0.46714,0.68439
0.5838,0.81431,0.82811,0.15394,0.58331,0.74826,0.32395,0.63553,0.55944,0.87452,0.73232,0.21693,0.72541,0.7174,0.74421,0.90212,0.88062,0.34011,0.33981,0.44492,0.68755
0.59678,0.84593,0.80351,0.13417,0.46217,0.65718,0.222,0.53177,0.2716,0.51749,0.5834,0.07843,0.66468,0.63431,0.72954,0.82079,0.86094,0.22584,0.33523,0.49062,0.68195
0.4599,0.53962,0.59594,0.13155,0.38924,0.47572,0.25407,0.48768,0.29297,0.48292,0.48278,0.09021,0.57333,0.62796,0.56473,0.62381,0.64951,0.24515,0.28823,0.38631,0.5803
0.42787,0.63902,0.62263,0.15746,0.42881,0.57628,0.2488,0.519,0.31254,0.57006,0.51501,0.11418,0.55163,0.57537,0.53724,0.6112,0.58531,0.21019,0.28578,0.48794,0.56307
0.52943,0.72599,0.73446,0.15847,0.4249,0.56544,0.2023,0.50437,0.25821,0.52313,0.51792,0.08684,0.71653,0.62706,0.61636,0.95947,0.90345,0.27695,0.28982,0.41076,0.55487
0.41139,0.75298,0.62641,0.14642,0.38093,0.61825,0.19956,0.65274,0.24976,0.53614,0.514,0.11056,0.44601,0.63453,0.4614,0.68678,0.56508,0.29859,0.27014,0.37744,0.67372
0.47559,0.59678,0.62005,0.15558,0.4275,0.52136,0.25934,0.53268,0.28326,0.53458,0.56579,0.1126,0.50517,0.62819,0.54594,0.65046,0.61009,0.24994,0.32928,0.4005,0.56468
0.52862,0.74933,0.86125,0.14589,0.46587,0.62592,0.24377,0.54268,0.28659,0.47962,0.60433,0.10395,0.54577,0.5792,0.52196,0.74859,0.78576,0.36008,0.3075,0.355,0.58397
0.5282,0.67148,0.78715,0.14751,0.49218,0.62064,0.24261,0.5392,0.29015,0.50703,0.63583,0.10442,0.59812,0.60193,0.52866,0.77164,0.75644,0.44264,0.29763,0.37872,0.5379
0.48494,0.72795,0.72851,0.14402,0.44436,0.62953,0.3861,0.65072,0.59244,0.63306,0.61794,0.18466,0.55429,0.6701,0.60521,0.75328,0.72187,0.39377,0.28097,0.41994,0.60336
0.4853,0.64347,0.67232,0.15733,0.45358,0.58184,0.23298,0.50631,0.27659,0.43471,0.56843,0.08169,0.57425,0.63383,0.55296,0.75094,0.70653,0.22169,0.31129,0.40539,0.68598
0.48591,0.62903,0.59374,0.1358,0.41467,0.53049,0.23725,0.54366,0.29273,0.49116,0.53218,0.09252,0.61102,0.60024,0.5029,0.69371,0.57863,0.25059,0.29106,0.40857,0.55749
0.53966,0.70996,0.77303,0.14378,0.47964,0.61272,0.25335,0.5776,0.33081,0.57412,0.5903,0.1276,0.68752,0.71748,0.69719,0.79219,0.82383,0.19988,0.31737,0.43955,0.68367
0.41592,0.64385,0.58307,0.14136,0.35935,0.53366,0.20532,0.514,0.25416,0.51186,0.46492,0.08876,0.64406,0.6881,0.58724,0.84014,0.68413,0.22355,0.27052,0.46517,0.6369
0.45089,0.63067,0.5961,0.13897,0.40695,0.47094,0.20425,0.50016,0.25733,0.48463,0.51126,0.08451,0.46774,0.61117,0.45482,0.73512,0.56231,0.32819,0.25619,0.32481,0.62617
0.40563,0.68104,0.64691,0.16051,0.40165,0.60363,0.22307,0.60033,0.28031,0.56132,0.5385,0.08804,0.49525,0.63141,0.47145,0.78661,0.63957,0.20593,0.25542,0.37636,0.65548
0.45661,0.59717,0.60072,0.18154,0.41416,0.54346,0.23108,0.49537,0.26291,0.50567,0.53759,0.07855,0.48552,0.5701,0.501,0.63269,0.60975,0.23239,0.2655,0.38695,0.54759
0.42804,0.60193,0.63264,0.15526,0.37888,0.48227,0.20045,0.47876,0.22544,0.53901,0.52791,0.06172,0.54317,0.56033,0.48799,0.63823,0.63582,0.23963,0.27696,0.39822,0.52679
0.46904,0.55371,0.59879,0.1447,0.4206,0.46649,0.23254,0.52381,0.27724,0.515,0.51369,0.09846,0.62319,0.64719,0.57638,0.75277,0.66411,0.26713,0.28767,0.40654,0.64167
0.46709,0.99958,0.81318,0.19659,0.55801,0.80439,0.59631,0.9604,1.054,1.16509,0.67116,0.34174,0.61596,1.06447,0.65081,0.97922,0.81032,0.21384,0.28351,0.51122,1.0418
0.6779,0.97312,0.96878,0.16486,0.6092,0.92651,0.55743,1.24443,0.87233,1.4779,0.84545,1.11244,0.68646,0.82292,0.65453,1.02291,0.94715,0.18561,0.37704,0.51662,0.88571
0.51871,0.81016,0.72961,0.50374,0.48904,0.74454,0.36982,0.77739,0.85368,0.91562,0.67421,0.23284,0.61296,0.78149,0.58634,0.81309,0.73708,0.22347,0.30747,0.41359,0.78571
0.61205,0.92641,0.90113,0.45958,0.57631,0.76921,0.85484,1.06736,1.42436,1.36462,0.71309,2.35178,0.8511,0.9928,0.6656,1.06276,0.93226,0.27942,0.3722,0.47333,1.01786
0.62254,0.878,0.87598,0.20226,0.5606,0.91691,0.44267,1.31982,0.74075,2.16171,0.75049,0.96719,0.67897,0.84641,0.66452,0.9076,0.82166,0.23582,0.36965,0.47473,0.8556
0.55389,0.8523,0.81321,0.21102,0.43354,0.72037,0.42559,0.86771,0.63713,0.94313,0.60096,0.42195,0.67371,0.7895,0.62257,0.92662,0.88448,0.24823,0.29758,0.40835,0.773
0.681,1.17172,1.14315,0.50613,0.60481,1.23537,0.7896,1.54851,1.81837,3.86239,0.93162,1.16504,0.80563,0.90576,0.73776,1.04765,1.07196,0.25101,0.32648,0.50668,0.92106
0.58906,0.86924,0.84038,0.18638,0.58974,0.94825,0.71064,0.9609,1.43326,1.50756,0.7508,0.25612,0.68913,0.76773,0.6697,0.86544,0.85375,0.21756,0.31419,0.47935,0.7711
0.6467,0.91043,0.94678,0.16956,0.62666,0.84578,0.73738,0.91358,1.78319,1.77455,0.74785,0.76782,0.73293,0.86724,0.63715,0.97862,0.94022,0.18642,0.32503,0.46762,0.95403
0.55415,0.59781,0.71501,0.1234,0.50347,0.62319,0.41283,0.91719,1.05198,2.23595,0.59527,0.2423,0.60223,0.7122,0.5814,0.75322,0.70482,0.19337,0.3139,0.41777,0.65712
0.50434,0.76185,0.69298,0.14903,0.43327,0.68071,0.40042,0.69794,0.78627,1.08927,0.58651,0.24739,0.70262,0.646,0.67194,0.78995,0.782,0.2852,0.27595,0.45693,0.63339
0.4827,0.80496,0.75891,0.16328,0.50083,0.70721,0.50297,0.69804,0.89999,1.10603,0.71904,0.20138,0.59682,0.69988,0.54873,0.86934,0.71891,0.26282,0.27163,0.4279,0.71608
0.53145,0.76188,0.78631,0.18403,0.47918,0.6358,0.38141,0.66736,0.61564,0.79669,0.59564,0.16795,0.70591,0.84064,0.59385,0.90142,0.89543,0.28995,0.27926,0.39947,0.78007
0.52885,0.61217,0.6521,0.15526,0.46303,0.51286,0.25653,0.56255,0.37819,0.60224,0.55499,0.11798,0.59169,0.62697,0.6472,0.69002,0.72755,0.2335,0.28781,0.42947,0.56367
0.43092,0.55846,0.57002,0.13874,0.42424,0.53628,0.23574,0.45713,0.29839,0.53243,0.53247,0.09818,0.49315,0.60128,0.51046,0.63191,0.58603,0.39606,0.25429,0.38119,0.54018
0.47424,0.65795,0.71381,0.13666,0.43391,0.55406,0.2523,0.53622,0.30631,0.50956,0.5543,0.09146,0.46546,0.53571,0.52166,0.70762,0.70099,0.27089,0.28688,0.36715,0.53689
0.4244,0.53734,0.5038,0.15072,0.39591,0.48468,0.23188,0.56198,0.33476,0.51908,0.51171,0.11024,0.43493,0.62652,0.41332,0.62703,0.54326,0.31149,0.25413,0.38763,0.56142
0.49477,0.66603,0.65448,0.13914,0.43097,0.58333,0.23891,0.56926,0.318,0.55945,0.58346,0.08361,0.49269,0.58667,0.51573,0.63402,0.66116,0.21496,0.30354,0.38699,0.59315
0.33517,0.46075,0.44007,0.1389,0.32959,0.4188,0.22676,0.4223,0.29043,0.47225,0.39243,0.07479,0.40645,0.50421,0.41251,0.47227,0.47612,0.27063,0.25846,0.35734,0.43307
0.43374,0.54496,0.56402,0.15836,0.42559,0.54355,0.23626,0.49698,0.29399,0.51584,0.54756,0.09587,0.38308,0.52268,0.38944,0.5261,0.54931,0.18768,0.29363,0.35015,0.44921
0.37846,0.57882,0.49977,0.16261,0.37273,0.47534,0.21138,0.51626,0.2668,0.4712,0.46138,0.07443,0.43088,0.59549,0.4117,0.63327,0.52441,0.2563,0.27557,0.37141,0.574
0.52453,0.81019,0.77426,0.15069,0.43229,0.7072,0.50526,0.72722,1.06826,1.17842,0.62735,0.20886,0.68471,0.76851,0.62537,0.88046,0.83714,0.2404,0.29183,0.47625,0.70382
0.54202,0.69133,0.75151,0.20637,0.46043,0.62363,0.37366,0.63373,0.69216,0.90943,0.62134,0.16978,0.67597,0.7357,0.62122,0.76061,0.79917,0.30053,0.29893,0.43984,0.65206
0.50266,0.69069,0.69856,0.3748,0.48512,0.66106,0.46694,0.86093,0.98061,1.46123,0.59676,0.46644,0.55818,0.69999,0.51899,0.83652,0.75289,0.28217,0.29201,0.40496,0.6626
0.43477,0.77652,0.71035,0.15479,0.39017,0.64373,0.49447,0.80115,0.92463,1.25778,0.5598,0.33501,0.63865,0.71262,0.53363,0.72074,0.65782,0.23561,0.26625,0.46644,0.62709
0.52269,0.87859,0.83961,0.16854,0.49627,0.80635,0.43622,0.8686,0.70311,1.00003,0.69273,0.41188,0.67777,0.79868,0.59485,0.88942,0.75503,0.31226,0.28909,0.41533,0.79142
