"C3","C4","CZ","EMG","F3","F4","F7","F8","FP1","FP2","FZ","LOG","O1","O2","P3","P4","PZ","ROG","T3","T4","T5","T6"
0.01383,0.01668,0.018,0.22759,0.00586,1.47927,0.00411,1.09893,0.00845,0.03355,0.71857,0.00245,0.01815,0.01758,0.06308,0.0153,0.01397,0.00376,0.00917,0.01367,0.01232,0.01891
0.01868,0.01408,0.02117,0.13142,0.01179,0.92519,0.04622,1.13855,0.00758,0.07807,0.70465,0.00303,0.0188,0.01253,0.06944,0.01185,0.0147,0.00384,0.00877,0.0126,0.01266,0.0142
0.00879,0.01038,0.01291,0.07496,0.00598,1.58413,0.00413,1.46816,0.00869,0.03412,0.70341,0.00194,0.00685,0.00956,0.05787,0.01424,0.00931,0.00253,0.0057,0.00823,0.00645,0.01034
0.0081,0.00981,0.01278,0.04142,0.01177,1.65054,0.04624,1.59173,0.00752,0.07727,0.67424,0.00182,0.00628,0.00887,0.05371,0.01352,0.00814,0.00299,0.00558,0.00814,0.00632,0.00963
0.00838,0.01018,0.00926,0.06557,0.00582,1.79233,0.00411,1.73219,0.00871,0.03486,0.65757,0.00215,0.00726,0.01136,0.05079,0.01649,0.00865,0.00292,0.00628,0.01062,0.00665,0.01228
0.00767,0.01018,0.00937,0.08591,0.01173,1.83528,0.04614,1.56204,0.00756,0.0761,0.70462,0.00198,0.00699,0.01088,0.05256,0.02583,0.00838,0.00325,0.00548,0.01055,0.00615,0.01129
0.00722,0.00908,0.00863,0.09392,0.0059,1.66263,0.00417,1.34649,0.00859,0.03652,0.73423,0.00196,0.0064,0.01256,0.07225,0.02439,0.00791,0.00288,0.00583,0.01133,0.00638,0.0102
0.00857,0.01033,0.01027,0.11776,0.01173,1.32057,0.04616,1.04324,0.0075,0.07425,0.6169,0.00196,0.00517,0.01016,0.06346,0.01356,0.00837,0.00274,0.00542,0.01131,0.00581,0.00975
0.00824,0.01107,0.01123,0.05652,0.00596,1.185,0.00413,1.12704,0.00855,0.0386,0.5598,0.00215,0.00671,0.01258,0.05481,0.00979,0.00925,0.00305,0.00544,0.01059,0.00663,0.0098
0.00761,0.00879,0.0091,0.07738,0.01163,1.56589,0.0461,1.25478,0.00759,0.07363,0.77879,0.00184,0.00525,0.00993,0.05456,0.01166,0.00732,0.00231,0.00523,0.00815,0.00607,0.00791
0.00611,0.00859,0.00801,0.04736,0.00598,0.99493,0.00421,1.03921,0.00847,0.03794,0.59357,0.00174,0.00587,0.01055,0.05929,0.01618,0.00773,0.00254,0.00521,0.01009,0.00577,0.00972
0.00927,0.01119,0.01435,0.06968,0.01165,1.21394,0.04612,0.83836,0.00785,0.07406,0.67579,0.00235,0.00702,0.01049,0.05695,0.02603,0.00988,0.00305,0.0056,0.00834,0.00593,0.00951
0.00783,0.00883,0.00909,0.03644,0.01241,0.90823,0.0463,1.0033,0.00841,0.08202,0.56237,0.00184,0.00544,0.00777,0.0481,0.01052,0.00834,0.00272,0.00579,0.00662,0.00577,0.00791
0.00791,0.00939,0.01037,0.03679,0.00514,0.88047,0.00409,0.96577,0.00779,0.03002,0.52112,0.00188,0.00532,0.0072,0.04748,0.01318,0.00939,0.0028,0.00521,0.00677,0.00569,0.00789
0.00703,0.00752,0.00746,0.03589,0.01237,1.3877,0.0462,1.5148,0.00834,0.08217,0.64557,0.00217,0.00565,0.00759,0.05093,0.01358,0.00678,0.00282,0.00476,0.00726,0.00525,0.00724
0.00593,0.0089,0.00785,0.034,0.00534,1.20609,0.00409,1.09544,0.00771,0.03024,0.61595,0.0018,0.00526,0.00781,0.04666,0.016,0.00742,0.00292,0.00472,0.00732,0.00513,0.00816
